uniqID,pair,j1,j2,class,quant_con,qual_con
AT1G08040-AT2G283108-9+IR,AT1G08040-AT2G28310,8-9,8-9,+IR,N,N
AT1G08420-AT2G2721010-11+IR,AT1G08420-AT2G27210,10-11,10-11,+IR,N,N
AT1G08420-AT2G2721013-14-ALTA,AT1G08420-AT2G27210,13-14,13-14,-ALTA,N,N
AT1G08420-AT2G2721016-17+IR,AT1G08420-AT2G27210,16-17,16-17,+IR,N,N
AT1G09180-AT1G563301-2+IR,AT1G09180-AT1G56330,1-2,1-2,+IR,N,N
AT1G09180-AT1G563302-3+IR,AT1G09180-AT1G56330,2-3,2-3,+IR,N,Y
AT1G09390-AT1G566701-2+IR,AT1G09390-AT1G56670,1-2,1-2,+IR,N,Y
AT1G09390-AT1G566704-5-ALTD,AT1G09390-AT1G56670,4-5,4-5,-ALTD,N,N
AT1G09390-AT1G566704-5+IR,AT1G09390-AT1G56670,4-5,4-5,+IR,N,Y
AT1G09440-AT1G567202-3+IR,AT1G09440-AT1G56720,2-3,1-2,+IR,N,N
AT1G09440-AT1G567203-4+IR,AT1G09440-AT1G56720,3-4,2-3,+IR,N,N
AT1G09440-AT1G567204-5+IR,AT1G09440-AT1G56720,4-5,3-4,+IR,N,N
AT1G09440-AT1G567205-6+IR,AT1G09440-AT1G56720,5-6,4-5,+IR,N,N
AT1G09440-AT1G567206-7+IR,AT1G09440-AT1G56720,6-7,5-6,+IR,N,N
AT1G09580-AT1G576201-2+IR,AT1G09580-AT1G57620,1-2,1-2,+IR,N,N
AT1G10210-AT1G595802-3+IR,AT1G10210-AT1G59580,2-3,2-3,+IR,N,N
AT1G10290-AT1G596101-2+IR,AT1G10290-AT1G59610,1-2,1-2,+IR,N,N
AT1G10290-AT1G5961011-12-ALTA,AT1G10290-AT1G59610,11-12,11-12,-ALTA,N,N
AT1G10290-AT1G5961011-12+IR,AT1G10290-AT1G59610,11-12,11-12,+IR,N,N
AT1G10290-AT1G5961013-14+IR,AT1G10290-AT1G59610,13-14,13-14,+IR,N,N
AT1G10290-AT1G5961014-15+IR,AT1G10290-AT1G59610,14-15,14-15,+IR,Y,Y
AT1G10290-AT1G5961015-16-ALTD;+ALTA,AT1G10290-AT1G59610,15-16,15-16,-ALTD;+ALTA,N,N
AT1G10290-AT1G5961015-16+ALTA,AT1G10290-AT1G59610,15-16,15-16,+ALTA,N,N
AT1G10290-AT1G5961015-16+IR,AT1G10290-AT1G59610,15-16,15-16,+IR,N,Y
AT1G10290-AT1G5961017-18+IR,AT1G10290-AT1G59610,17-18,17-18,+IR,N,N
AT1G10290-AT1G5961018-19+IR,AT1G10290-AT1G59610,18-19,18-19,+IR,N,N
AT1G10290-AT1G5961019-20+IR,AT1G10290-AT1G59610,19-20,19-20,+IR,Y,Y
AT1G10290-AT1G5961020-21+IR,AT1G10290-AT1G59610,20-21,20-21,+IR,N,N
AT1G10290-AT1G596103-4+ALTD,AT1G10290-AT1G59610,3-4,3-4,+ALTD,N,N
AT1G10290-AT1G596104-5+IR,AT1G10290-AT1G59610,4-5,4-5,+IR,N,N
AT1G10290-AT1G596106-7+IR,AT1G10290-AT1G59610,6-7,6-7,+IR,N,N
AT1G10410-AT1G596501-2+IR,AT1G10410-AT1G59650,1-2,1-2,+IR,N,N
AT1G10410-AT1G596503-4+IR,AT1G10410-AT1G59650,3-4,3-4,+IR,N,N
AT1G10410-AT1G596505-6+IR,AT1G10410-AT1G59650,5-6,5-6,+IR,N,N
AT1G10430-AT1G598301-2-ALTD,AT1G10430-AT1G59830,1-2,1-2,-ALTD,N,N
AT1G10430-AT1G598301-2+IR,AT1G10430-AT1G59830,1-2,1-2,+IR,Y,Y
AT1G10430-AT1G598304-5+IR,AT1G10430-AT1G59830,4-5,4-5,+IR,N,Y
AT1G10430-AT1G598305-6+IR,AT1G10430-AT1G59830,5-6,5-6,+IR,N,Y
AT1G10450-AT1G5989011-12+IR,AT1G10450-AT1G59890,11-12,11-12,+IR,N,N
AT1G10450-AT1G598907-8-ALTD,AT1G10450-AT1G59890,7-8,7-8,-ALTD,N,N
AT1G10570-AT1G6022010-11+IR,AT1G10570-AT1G60220,10-11,10-11,+IR,Y,Y
AT1G10570-AT1G602208-9-ALTA,AT1G10570-AT1G60220,8-9,8-9,-ALTA,N,N
AT1G10570-AT1G602209-10+IR,AT1G10570-AT1G60220,9-10,9-10,+IR,N,N
AT1G10640-AT1G605901-2+IR,AT1G10640-AT1G60590,1-2,1-2,+IR,N,N
AT1G10640-AT1G605902-3+IR,AT1G10640-AT1G60590,2-3,2-3,+IR,N,N
AT1G10650-AT1G606104-5+IR,AT1G10650-AT1G60610,4-5,3-4,+IR,N,N
AT1G10730-AT1G607801-2+IR,AT1G10730-AT1G60780,1-2,1-2,+IR,N,N
AT1G10730-AT1G607806-7+IR,AT1G10730-AT1G60780,6-7,6-7,+IR,N,N
AT1G10730-AT1G607807-8+ALTD,AT1G10730-AT1G60780,7-8,7-8,+ALTD,N,N
AT1G10730-AT1G607807-8+IR,AT1G10730-AT1G60780,7-8,7-8,+IR,N,N
AT1G10730-AT1G607808-9+IR,AT1G10730-AT1G60780,8-9,8-9,+IR,N,N
AT1G10740-AT1G233301-2+IR,AT1G10740-AT1G23330,1-2,1-2,+IR,N,N
AT1G10740-AT1G233304-5+IR,AT1G10740-AT1G23330,4-5,4-5,+IR,N,N
AT1G10740-AT1G233305-6-ALTA,AT1G10740-AT1G23330,5-6,5-6,-ALTA,N,N
AT1G10740-AT1G233305-6+IR,AT1G10740-AT1G23330,5-6,5-6,+IR,N,N
AT1G10740-AT1G233306-7+IR,AT1G10740-AT1G23330,6-7,6-7,+IR,N,Y
AT1G10740-AT1G233307-8+IR,AT1G10740-AT1G23330,7-8,7-8,+IR,N,N
AT1G10820-AT1G606702-3+ALTD,AT1G10820-AT1G60670,2-3,2-3,+ALTD,N,N
AT1G10820-AT1G606702-3+IR,AT1G10820-AT1G60670,2-3,2-3,+IR,N,N
AT1G10820-AT1G606705-6+IR,AT1G10820-AT1G60670,5-6,5-6,+IR,N,Y
AT1G10820-AT1G606706-7-ALTA,AT1G10820-AT1G60670,6-7,6-7,-ALTA,N,N
AT1G10820-AT1G606706-7+ALTA;-ALTD,AT1G10820-AT1G60670,6-7,6-7,+ALTA;-ALTD,N,N
AT1G10820-AT1G606706-7+IR,AT1G10820-AT1G60670,6-7,6-7,+IR,N,Y
AT1G10820-AT1G606707-8+IR,AT1G10820-AT1G60670,7-8,7-8,+IR,N,N
AT1G10850-AT1G606301-2+IR,AT1G10850-AT1G60630,1-2,1-2,+IR,Y,Y
AT1G10870-AT1G6086011-12+IR,AT1G10870-AT1G60860,11-12,11-12,+IR,N,N
AT1G10870-AT1G6086012-13-ALTD,AT1G10870-AT1G60860,12-13,12-13,-ALTD,N,N
AT1G10870-AT1G6086012-13+IR,AT1G10870-AT1G60860,12-13,12-13,+IR,N,N
AT1G10870-AT1G6086013-14+IR,AT1G10870-AT1G60860,13-14,13-14,+IR,N,N
AT1G10870-AT1G6086014-15+IR,AT1G10870-AT1G60860,14-15,14-15,+IR,N,N
AT1G10870-AT1G6086015-16+IR,AT1G10870-AT1G60860,15-16,15-16,+IR,N,N
AT1G10900-AT1G608903-4+ALTA,AT1G10900-AT1G60890,3-4,3-4,+ALTA,N,N
AT1G10900-AT1G608903-4+IR,AT1G10900-AT1G60890,3-4,3-4,+IR,N,Y
AT1G10900-AT1G608904-5+IR,AT1G10900-AT1G60890,4-5,4-5,+IR,N,N
AT1G10900-AT1G608905-6+ALTA,AT1G10900-AT1G60890,5-6,5-6,+ALTA,N,N
AT1G10900-AT1G608905-6+IR,AT1G10900-AT1G60890,5-6,5-6,+IR,N,Y
AT1G10900-AT1G608906-7-ALTA,AT1G10900-AT1G60890,6-7,6-7,-ALTA,N,N
AT1G10900-AT1G608906-7+IR,AT1G10900-AT1G60890,6-7,6-7,+IR,N,N
AT1G10900-AT1G608907-8+IR,AT1G10900-AT1G60890,7-8,7-8,+IR,N,Y
AT1G10900-AT1G608908-9+IR,AT1G10900-AT1G60890,8-9,8-9,+IR,N,N
AT1G10900-AT1G608909-10+IR,AT1G10900-AT1G60890,9-10,9-10,+IR,N,N
AT1G10930-AT1G6093011-12+IR,AT1G10930-AT1G60930,11-12,11-12,+IR,N,N
AT1G10930-AT1G6093012-13+IR,AT1G10930-AT1G60930,12-13,12-13,+IR,N,N
AT1G10930-AT1G6093019-20+IR,AT1G10930-AT1G60930,19-20,19-20,+IR,N,N
AT1G10930-AT1G6093025-26+IR,AT1G10930-AT1G60930,25-26,25-26,+IR,N,Y
AT1G10930-AT1G609307-8+IR,AT1G10930-AT1G60930,7-8,7-8,+IR,N,N
AT1G10940-AT1G609402-3+IR,AT1G10940-AT1G60940,2-3,2-3,+IR,N,N
AT1G10940-AT1G609405-6+ALTA,AT1G10940-AT1G60940,5-6,4-5,+ALTA,N,N
AT1G10940-AT1G609405-6+ALTD,AT1G10940-AT1G60940,5-6,4-5,+ALTD,N,N
AT1G10940-AT1G609406-7-ALTA,AT1G10940-AT1G60940,6-7,5-6,-ALTA,N,N
AT1G10940-AT1G609406-7+IR,AT1G10940-AT1G60940,6-7,5-6,+IR,N,Y
AT1G10940-AT1G609407-8+IR,AT1G10940-AT1G60940,7-8,6-7,+IR,N,Y
AT1G10940-AT1G609408-9+IR,AT1G10940-AT1G60940,8-9,7-8,+IR,N,N
AT1G10940-AT1G609409-10-ALTA,AT1G10940-AT1G60940,9-10,8-9,-ALTA,N,N
AT1G10940-AT1G609409-10+IR,AT1G10940-AT1G60940,9-10,8-9,+IR,Y,Y
AT1G11170-AT1G6124012-13+IR,AT1G11170-AT1G61240,12-13,11-12,+IR,N,N
AT1G11170-AT1G6124013-14+IR,AT1G11170-AT1G61240,13-14,12-13,+IR,N,Y
AT1G11180-AT1G6125011-12-ALTD,AT1G11180-AT1G61250,11-12,11-12,-ALTD,N,N
AT1G11180-AT1G6125011-12+IR,AT1G11180-AT1G61250,11-12,11-12,+IR,N,N
AT1G11180-AT1G612502-3-ALTA,AT1G11180-AT1G61250,2-3,2-3,-ALTA,N,N
AT1G11180-AT1G612502-3+IR,AT1G11180-AT1G61250,2-3,2-3,+IR,N,N
AT1G11310-AT1G6156013-14+IR,AT1G11310-AT1G61560,13-14,13-14,+IR,N,Y
AT1G11670-AT1G618901-2+IR,AT1G11670-AT1G61890,1-2,1-2,+IR,N,N
AT1G11670-AT1G618902-3+IR,AT1G11670-AT1G61890,2-3,2-3,+IR,N,Y
AT1G11670-AT1G618903-4+IR,AT1G11670-AT1G61890,3-4,3-4,+IR,N,N
AT1G11670-AT1G618904-5+IR,AT1G11670-AT1G61890,4-5,4-5,+IR,N,N
AT1G11670-AT1G618905-6+IR,AT1G11670-AT1G61890,5-6,5-6,+IR,N,N
AT1G11930-AT4G268601-2+IR,AT1G11930-AT4G26860,1-2,1-2,+IR,Y,Y
AT1G11930-AT4G268604-5+IR,AT1G11930-AT4G26860,4-5,4-5,+IR,N,N
AT1G11930-AT4G268605-6-ALTA,AT1G11930-AT4G26860,5-6,5-6,-ALTA,N,Y
AT1G11930-AT4G268605-6+IR,AT1G11930-AT4G26860,5-6,5-6,+IR,N,Y
AT1G11930-AT4G268606-7-ALTA,AT1G11930-AT4G26860,6-7,6-7,-ALTA,N,N
AT1G11930-AT4G268606-7+IR,AT1G11930-AT4G26860,6-7,6-7,+IR,N,Y
AT1G12240-AT1G626603-4+IR,AT1G12240-AT1G62660,3-4,3-4,+IR,N,N
AT1G12240-AT1G626604-5+IR,AT1G12240-AT1G62660,4-5,4-5,+IR,N,N
AT1G12240-AT1G626605-6+IR,AT1G12240-AT1G62660,5-6,5-6,+IR,N,N
AT1G12240-AT1G626606-7+IR,AT1G12240-AT1G62660,6-7,6-7,+IR,N,N
AT1G12270-AT1G627402-3+IR,AT1G12270-AT1G62740,2-3,2-3,+IR,N,N
AT1G12270-AT1G627403-4+IR,AT1G12270-AT1G62740,3-4,3-4,+IR,N,N
AT1G12270-AT1G627404-5+IR,AT1G12270-AT1G62740,4-5,4-5,+IR,N,N
AT1G12270-AT1G627405-6+IR,AT1G12270-AT1G62740,5-6,5-6,+IR,N,N
AT1G12270-AT1G627406-7-ALTD;+ALTA,AT1G12270-AT1G62740,6-7,6-7,-ALTD;+ALTA,N,N
AT1G12270-AT1G627406-7+IR,AT1G12270-AT1G62740,6-7,6-7,+IR,N,Y
AT1G12320-AT1G628401-2+IR,AT1G12320-AT1G62840,1-2,1-2,+IR,Y,Y
AT1G12360-AT4G1212010-11+ALTA,AT1G12360-AT4G12120,10-11,10-11,+ALTA,N,Y
AT1G12360-AT4G1212010-11+IR,AT1G12360-AT4G12120,10-11,10-11,+IR,Y,Y
AT1G12360-AT4G1212012-13-ALTD,AT1G12360-AT4G12120,12-13,12-13,-ALTD,N,N
AT1G12640-AT1G630502-3+IR,AT1G12640-AT1G63050,2-3,2-3,+IR,N,N
AT1G12710-AT1G630901-2+IR,AT1G12710-AT1G63090,1-2,1-2,+IR,N,Y
AT1G12710-AT1G630902-3+IR,AT1G12710-AT1G63090,2-3,2-3,+IR,N,Y
AT1G12760-AT1G631701-2+ALTA,AT1G12760-AT1G63170,1-2,1-2,+ALTA,N,N
AT1G12760-AT1G631701-2+IR,AT1G12760-AT1G63170,1-2,1-2,+IR,N,Y
AT1G12760-AT1G631702-3+IR,AT1G12760-AT1G63170,2-3,2-3,+IR,Y,Y
AT1G12760-AT1G631703-4+IR,AT1G12760-AT1G63170,3-4,3-4,+IR,Y,Y
AT1G12760-AT1G631704-5+IR,AT1G12760-AT1G63170,4-5,4-5,+IR,Y,Y
AT1G12780-AT1G631801-2+IR,AT1G12780-AT1G63180,1-2,1-2,+IR,N,N
AT1G12780-AT1G631802-3+ALTA,AT1G12780-AT1G63180,2-3,2-3,+ALTA,N,N
AT1G12780-AT1G631802-3+IR,AT1G12780-AT1G63180,2-3,2-3,+IR,N,N
AT1G12780-AT1G631803-4+IR,AT1G12780-AT1G63180,3-4,3-4,+IR,N,N
AT1G12780-AT1G631804-5+IR,AT1G12780-AT1G63180,4-5,4-5,+IR,N,N
AT1G12780-AT1G631805-6+IR,AT1G12780-AT1G63180,5-6,6-7,+IR,N,Y
AT1G12780-AT1G631806-7+IR,AT1G12780-AT1G63180,6-7,7-8,+IR,N,N
AT1G12780-AT1G631807-8+IR,AT1G12780-AT1G63180,7-8,8-9,+IR,N,N
AT1G12820-AT3G268102-3+IR,AT1G12820-AT3G26810,2-3,1-2,+IR,N,Y
AT1G12820-AT3G268103-4+IR,AT1G12820-AT3G26810,3-4,2-3,+IR,N,Y
AT1G12880-AT3G266901-2+IR,AT1G12880-AT3G26690,1-2,2-3,+IR,N,N
AT1G12880-AT3G266902-3-ALTD,AT1G12880-AT3G26690,2-3,3-4,-ALTD,N,N
AT1G12880-AT3G266902-3+IR,AT1G12880-AT3G26690,2-3,3-4,+IR,N,N
AT1G12880-AT3G266903-4+IR,AT1G12880-AT3G26690,3-4,4-5,+IR,N,Y
AT1G12880-AT3G266904-5+IR,AT1G12880-AT3G26690,4-5,5-6,+IR,N,N
AT1G12970-AT3G265002-3+IR,AT1G12970-AT3G26500,2-3,2-3,+IR,N,N
AT1G13000-AT3G2644011-12+IR,AT1G13000-AT3G26440,11-12,11-12,+IR,N,N
AT1G13210-AT3G256101-2+IR,AT1G13210-AT3G25610,1-2,1-2,+IR,N,N
AT1G13210-AT3G256102-3+IR,AT1G13210-AT3G25610,2-3,2-3,+IR,N,N
AT1G13210-AT3G256104-5+IR,AT1G13210-AT3G25610,4-5,4-5,+IR,N,N
AT1G13210-AT3G256105-6+IR,AT1G13210-AT3G25610,5-6,5-6,+IR,N,N
AT1G13210-AT3G256108-9+IR,AT1G13210-AT3G25610,8-9,7-8,+IR,N,N
AT1G13270-AT3G257403-4-ALTD,AT1G13270-AT3G25740,3-4,3-4,-ALTD,N,N
AT1G13270-AT3G257406-7-ALTA,AT1G13270-AT3G25740,6-7,6-7,-ALTA,N,N
AT1G13270-AT3G257406-7+ALTD,AT1G13270-AT3G25740,6-7,6-7,+ALTD,N,N
AT1G13270-AT3G257406-7+IR,AT1G13270-AT3G25740,6-7,6-7,+IR,N,N
AT1G13270-AT3G257407-8-ALTA,AT1G13270-AT3G25740,7-8,7-8,-ALTA,N,N
AT1G13270-AT3G257407-8+IR,AT1G13270-AT3G25740,7-8,7-8,+IR,N,Y
AT1G13280-AT3G257801-2+IR,AT1G13280-AT3G25780,1-2,1-2,+IR,N,Y
AT1G13320-AT1G2549010-11+IR,AT1G13320-AT1G25490,10-11,10-11,+IR,N,N
AT1G13320-AT1G2549011-12+IR,AT1G13320-AT1G25490,11-12,11-12,+IR,N,N
AT1G13320-AT1G2549012-13+ALTD,AT1G13320-AT1G25490,12-13,12-13,+ALTD,N,N
AT1G13320-AT1G2549012-13+IR,AT1G13320-AT1G25490,12-13,12-13,+IR,N,N
AT1G13320-AT1G254902-3+IR,AT1G13320-AT1G25490,2-3,2-3,+IR,N,N
AT1G13320-AT1G254905-6+ALTA,AT1G13320-AT1G25490,5-6,5-6,+ALTA,N,N
AT1G13320-AT1G254905-6+IR,AT1G13320-AT1G25490,5-6,5-6,+IR,Y,Y
AT1G13320-AT1G254907-8-ALTD,AT1G13320-AT1G25490,7-8,7-8,-ALTD,N,N
AT1G13320-AT1G254908-9+IR,AT1G13320-AT1G25490,8-9,8-9,+IR,N,N
AT1G13320-AT1G254909-10+IR,AT1G13320-AT1G25490,9-10,9-10,+IR,N,N
AT1G13450-AT3G259904-5+IR,AT1G13450-AT3G25990,4-5,4-5,+IR,N,N
AT1G13860-AT2G034804-5+ALTD,AT1G13860-AT2G03480,4-5,4-5,+ALTD,N,N
AT1G13860-AT2G034806-7-ALTD;+ALTA,AT1G13860-AT2G03480,6-7,6-7,-ALTD;+ALTA,N,N
AT1G13860-AT2G034806-7+IR,AT1G13860-AT2G03480,6-7,6-7,+IR,N,N
AT1G13860-AT2G034807-8+IR,AT1G13860-AT2G03480,7-8,7-8,+IR,N,N
AT1G13900-AT2G034501-2+IR,AT1G13900-AT2G03450,1-2,1-2,+IR,N,N
AT1G13960-AT2G033401-2+IR,AT1G13960-AT2G03340,1-2,1-2,+IR,Y,Y
AT1G13960-AT2G033402-3-ALTA,AT1G13960-AT2G03340,2-3,2-3,-ALTA,N,N
AT1G14020-AT2G032801-2+IR,AT1G14020-AT2G03280,1-2,1-2,+IR,N,N
AT1G14020-AT2G032805-6+IR,AT1G14020-AT2G03280,5-6,4-5,+IR,N,Y
AT1G14020-AT2G032806-7+IR,AT1G14020-AT2G03280,6-7,5-6,+IR,N,N
AT1G14020-AT2G032807-8+IR,AT1G14020-AT2G03280,7-8,6-7,+IR,N,Y
AT1G14290-AT1G696401-2-ALTD,AT1G14290-AT1G69640,1-2,1-2,-ALTD,N,N
AT1G14290-AT1G696401-2+ALTD,AT1G14290-AT1G69640,1-2,1-2,+ALTD,N,N
AT1G14290-AT1G696401-2+IR,AT1G14290-AT1G69640,1-2,1-2,+IR,N,Y
AT1G14350-AT2G028203-4+IR,AT1G14350-AT2G02820,3-4,3-4,+IR,N,N
AT1G14350-AT2G028205-6-ALTD,AT1G14350-AT2G02820,5-6,5-6,-ALTD,N,N
AT1G14350-AT2G028207-8-ALTA,AT1G14350-AT2G02820,7-8,8-9,-ALTA,N,N
AT1G14350-AT2G028207-8+IR,AT1G14350-AT2G02820,7-8,8-9,+IR,N,N
AT1G14350-AT2G028208-9+ALTA;-ALTD,AT1G14350-AT2G02820,8-9,9-10,+ALTA;-ALTD,N,N
AT1G14350-AT2G028208-9+IR,AT1G14350-AT2G02820,8-9,9-10,+IR,N,N
AT1G14360-AT2G028106-7+IR,AT1G14360-AT2G02810,6-7,6-7,+IR,N,Y
AT1G14370-AT2G028001-2+IR,AT1G14370-AT2G02800,1-2,1-2,+IR,N,Y
AT1G14370-AT2G028003-4+IR,AT1G14370-AT2G02800,3-4,3-4,+IR,N,N
AT1G14370-AT2G028004-5+IR,AT1G14370-AT2G02800,4-5,4-5,+IR,N,N
AT1G14370-AT2G028005-6-ALTA,AT1G14370-AT2G02800,5-6,5-6,-ALTA,N,N
AT1G14370-AT2G028005-6+IR,AT1G14370-AT2G02800,5-6,5-6,+IR,N,Y
AT1G14400-AT2G027604-5+IR,AT1G14400-AT2G02760,4-5,4-5,+IR,N,N
AT1G14400-AT2G027605-6+IR,AT1G14400-AT2G02760,5-6,5-6,+IR,Y,Y
AT1G14410-AT2G027403-4+IR,AT1G14410-AT2G02740,3-4,3-4,+IR,N,N
AT1G14410-AT2G027404-5-ALTA,AT1G14410-AT2G02740,4-5,4-5,-ALTA,N,N
AT1G14510-AT2G024703-4+IR,AT1G14510-AT2G02470,3-4,3-4,+IR,N,Y
AT1G14510-AT2G024704-5-ALTA,AT1G14510-AT2G02470,4-5,4-5,-ALTA,N,N
AT1G14510-AT2G024704-5+IR,AT1G14510-AT2G02470,4-5,4-5,+IR,N,Y
AT1G14630-AT2G019901-2+IR,AT1G14630-AT2G01990,1-2,1-2,+IR,N,Y
AT1G14670-AT2G019701-2+IR,AT1G14670-AT2G01970,1-2,1-2,+IR,N,N
AT1G14670-AT2G019702-3+IR,AT1G14670-AT2G01970,2-3,2-3,+IR,N,N
AT1G14670-AT2G019703-4+IR,AT1G14670-AT2G01970,3-4,3-4,+IR,N,N
AT1G14670-AT2G019705-6+IR,AT1G14670-AT2G01970,5-6,5-6,+IR,N,N
AT1G14670-AT2G019706-7+IR,AT1G14670-AT2G01970,6-7,6-7,+IR,N,N
AT1G14690-AT2G019102-3+IR,AT1G14690-AT2G01910,2-3,2-3,+IR,N,N
AT1G14690-AT2G019103-4+IR,AT1G14690-AT2G01910,3-4,3-4,+IR,N,N
AT1G14690-AT2G019106-7+ALTD,AT1G14690-AT2G01910,6-7,6-7,+ALTD,N,N
AT1G14690-AT2G019106-7+IR,AT1G14690-AT2G01910,6-7,6-7,+IR,N,N
AT1G14690-AT2G019107-8+IR,AT1G14690-AT2G01910,7-8,7-8,+IR,Y,Y
AT1G14700-AT2G018901-2+IR,AT1G14700-AT2G01890,1-2,1-2,+IR,N,N
AT1G14700-AT2G018902-3-ALTA,AT1G14700-AT2G01890,2-3,2-3,-ALTA,N,N
AT1G14700-AT2G018902-3-ALTD,AT1G14700-AT2G01890,2-3,2-3,-ALTD,N,N
AT1G14700-AT2G018902-3+ALTD,AT1G14700-AT2G01890,2-3,2-3,+ALTD,N,N
AT1G14700-AT2G018902-3+IR,AT1G14700-AT2G01890,2-3,2-3,+IR,N,N
AT1G14700-AT2G018903-4+IR,AT1G14700-AT2G01890,3-4,3-4,+IR,N,Y
AT1G14700-AT2G018904-5+IR,AT1G14700-AT2G01890,4-5,4-5,+IR,N,N
AT1G14700-AT2G018905-6+IR,AT1G14700-AT2G01890,5-6,5-6,+IR,N,N
AT1G14700-AT2G018906-7-ALTA,AT1G14700-AT2G01890,6-7,6-7,-ALTA,N,N
AT1G14700-AT2G018906-7+ALTA,AT1G14700-AT2G01890,6-7,6-7,+ALTA,N,N
AT1G14700-AT2G018906-7+IR,AT1G14700-AT2G01890,6-7,6-7,+IR,N,Y
AT1G14720-AT2G018501-2+IR,AT1G14720-AT2G01850,1-2,1-2,+IR,Y,Y
AT1G14720-AT2G018502-3+IR,AT1G14720-AT2G01850,2-3,2-3,+IR,N,Y
AT1G14720-AT2G018503-4-ALTD;-ALTA,AT1G14720-AT2G01850,3-4,3-4,-ALTD;-ALTA,N,N
AT1G14720-AT2G018503-4+ALTA,AT1G14720-AT2G01850,3-4,3-4,+ALTA,N,N
AT1G14720-AT2G018503-4+IR,AT1G14720-AT2G01850,3-4,3-4,+IR,N,Y
AT1G14840-AT2G017504-5+IR,AT1G14840-AT2G01750,4-5,5-6,+IR,N,N
AT1G14840-AT2G017507-8+IR,AT1G14840-AT2G01750,7-8,8-9,+IR,N,N
AT1G14840-AT2G017508-9+IR,AT1G14840-AT2G01750,8-9,9-10,+IR,N,N
AT1G14840-AT2G017509-10+IR,AT1G14840-AT2G01750,9-10,10-11,+IR,N,N
AT1G14910-AT2G0160010-11+IR,AT1G14910-AT2G01600,10-11,10-11,+IR,N,N
AT1G14910-AT2G0160014-15+IR,AT1G14910-AT2G01600,14-15,14-15,+IR,N,Y
AT1G14910-AT2G016002-3+IR,AT1G14910-AT2G01600,2-3,2-3,+IR,N,N
AT1G14910-AT2G016003-4+IR,AT1G14910-AT2G01600,3-4,3-4,+IR,N,N
AT1G14910-AT2G016004-5-ALTA,AT1G14910-AT2G01600,4-5,4-5,-ALTA,N,N
AT1G14910-AT2G016006-7+IR,AT1G14910-AT2G01600,6-7,6-7,+IR,N,N
AT1G14970-AT2G014801-2+ALTD,AT1G14970-AT2G01480,1-2,1-2,+ALTD,N,N
AT1G14970-AT2G014801-2+IR,AT1G14970-AT2G01480,1-2,1-2,+IR,N,Y
AT1G14970-AT2G014802-3+IR,AT1G14970-AT2G01480,2-3,2-3,+IR,N,N
AT1G14970-AT2G014803-4+IR,AT1G14970-AT2G01480,3-4,3-4,+IR,N,N
AT1G14970-AT2G014804-5+IR,AT1G14970-AT2G01480,4-5,4-5,+IR,N,N
AT1G14970-AT2G014806-7+IR,AT1G14970-AT2G01480,6-7,6-7,+IR,N,N
AT1G14970-AT2G014807-8+IR,AT1G14970-AT2G01480,7-8,7-8,+IR,N,N
AT1G15020-AT2G0127010-11-ALTA,AT1G15020-AT2G01270,10-11,10-11,-ALTA,N,N
AT1G15020-AT2G0127010-11+IR,AT1G15020-AT2G01270,10-11,10-11,+IR,N,N
AT1G15020-AT2G012703-4+ALTA,AT1G15020-AT2G01270,3-4,3-4,+ALTA,Y,Y
AT1G15020-AT2G012708-9+IR,AT1G15020-AT2G01270,8-9,8-9,+IR,N,N
AT1G15020-AT2G012709-10+IR,AT1G15020-AT2G01270,9-10,9-10,+IR,Y,Y
AT1G15030-AT2G012601-2-ALTA,AT1G15030-AT2G01260,1-2,1-2,-ALTA,N,N
AT1G15030-AT2G012601-2+IR,AT1G15030-AT2G01260,1-2,1-2,+IR,N,N
AT1G15030-AT2G012602-3+IR,AT1G15030-AT2G01260,2-3,2-3,+IR,N,N
AT1G15030-AT2G012603-4+IR,AT1G15030-AT2G01260,3-4,3-4,+IR,N,Y
AT1G15030-AT2G012604-5+IR,AT1G15030-AT2G01260,4-5,4-5,+IR,Y,Y
AT1G15030-AT2G012605-6+IR,AT1G15030-AT2G01260,5-6,5-6,+IR,N,Y
AT1G15120-AT2G010904-5+IR,AT1G15120-AT2G01090,4-5,3-4,+IR,N,Y
AT1G15250-AT3G160802-3+IR,AT1G15250-AT3G16080,2-3,2-3,+IR,N,Y
AT1G15480-AT1G802703-4+IR,AT1G15480-AT1G80270,3-4,3-4,+IR,N,N
AT1G15490-AT1G802801-2+ALTD,AT1G15490-AT1G80280,1-2,1-2,+ALTD,N,N
AT1G15490-AT1G802801-2+IR,AT1G15490-AT1G80280,1-2,1-2,+IR,N,N
AT1G15570-AT1G803709-10+IR,AT1G15570-AT1G80370,9-10,9-10,+IR,Y,Y
AT1G15730-AT1G804801-2-ALTD,AT1G15730-AT1G80480,1-2,1-2,-ALTD,N,N
AT1G15730-AT1G804801-2+IR,AT1G15730-AT1G80480,1-2,1-2,+IR,N,N
AT1G15730-AT1G804803-4+IR,AT1G15730-AT1G80480,3-4,3-4,+IR,Y,Y
AT1G15730-AT1G804806-7+IR,AT1G15730-AT1G80480,6-7,6-7,+IR,N,Y
AT1G15750-AT1G8049012-13-ALTA,AT1G15750-AT1G80490,12-13,13-14,-ALTA,N,N
AT1G15750-AT1G8049012-13+IR,AT1G15750-AT1G80490,12-13,13-14,+IR,Y,Y
