gene_name	A	B	C	Gene_Length
AT5G43530	1	6	13	5504
AT2G36670	600	815	1137	3371
AT5G15970	2334	5244	6470	755
AT1G32270	0	0	1	2370
AT4G00460	75	67	145	2581
AT4G00467	0	0	0	1231
AT4G20550	0	1	1	2349
AT2G41370	359	340	422	2696
AT3G02160	162	186	348	1915
AT1G17140	3169	3375	6885	1874
AT1G17145	1276	1773	2512	2564
AT1G17147	152	559	355	579
AT3G60920	0	1	4	9704
AT3G24332	0	0	0	1503
AT3G24330	0	0	0	1503
AT3G07530	192	144	353	3488
AT1G28670	1991	1037	2732	1838
AT5G43280	1163	1336	1980	1427
AT1G52618	105	115	192	516
AT5G43285	0	0	0	383
AT1G16810	2319	4142	6740	1308
AT1G62380	14878	15923	27758	2084
AT4G32140	804	800	1480	2565
AT2G18570	518	420	915	1689
AT1G77200	12	15	25	735
AT4G36650	536	718	1104	2466
AT3G47620	5446	6894	8566	1919
AT1G17490	545	622	1266	832
AT5G17720	0	0	0	1720
AT5G40395	0	0	0	208
AT1G32490	3161	3007	5365	7722
AT5G40390	2833	2417	5238	3843
AT5G18800	2013	1832	3956	1561
AT1G49960	2	3	4	3248
AT1G35720	3883	4341	7209	1999
AT1G64970	3522	3446	5402	2025
AT2G40420	1100	1692	1971	1992
AT2G47430	2	3	0	5043
AT2G16380	2346	2454	4494	3374
AT3G53200	0	0	0	1181
AT2G46740	0	0	0	2299
AT1G67775	0	0	0	385
AT1G12510	0	0	0	74
AT1G67770	0	0	0	2111
AT4G37010	2	4	2	1307
AT2G02800	2335	2402	4114	2764
AT1G26510	0	1	7	1194
AT2G16520	0	0	0	659
AT1G23740	28722	23123	47129	1635
AT1G26515	0	0	0	1101
AT3G15920	1462	1539	2413	3414
AT1G31910	10145	5916	15176	4700
AT4G03340	70	114	148	2354
AT1G76150	1574	2110	2775	2961
AT4G19830	2228	2332	4197	1622
AT1G10910	3879	3378	6331	4285
AT4G02430	797	671	1223	3210
AT3G20365	0	0	2	84
AT3G20360	4	0	2	1866
AT1G16360	7	2	8	1879
AT3G20362	0	0	0	434
AT3G23940	12917	7013	21986	3901
AT1G29230	7	8	26	1563
AT1G57440	0	0	0	37
AT5G64030	5813	5223	10834	4523
AT1G16720	23588	28033	40965	3391
AT5G16090	0	0	0	1434
AT5G19040	20	22	42	1577
AT5G02770	6417	5729	11320	2222
AT3G52155	1445	1533	2913	1155
AT3G52150	27914	24723	53062	1443
AT4G13968	0	0	0	768
AT2G01440	1890	1979	3342	5548
AT5G41110	542	672	876	3520
AT1G22190	1049	3397	5432	1507
AT2G17320	1008	1066	1961	2463
AT5G13110	878	945	1441	3010
AT1G20210	0	0	0	72
AT5G47800	288	245	572	2625
AT1G65730	23	7	29	3788
AT5G16540	2910	2535	4737	1967
AT5G37590	630	471	884	5475
AT1G17040	504	496	867	3386
AT3G13800	892	730	1340	2667
AT3G17380	168	197	360	2036
AT3G03770	4093	2642	6235	3904
AT5G03790	0	0	3	1391
AT5G03795	41	33	67	3084
AT4G34090	5050	4813	8757	2285
ATCG00200	0	0	0	71
AT1G11350	2780	2870	5207	3215
AT2G42110	12	7	23	582
AT5G38610	103	113	213	769
AT4G23760	432	332	807	1190
AT1G60815	0	0	0	246
AT1G15630	0	0	0	1235
AT1G60810	555	590	1146	2639
AT3G61890	831	1163	1369	1172
AT3G17650	5346	6114	8505	3032
AT3G61897	0	0	0	112
AT5G18390	490	383	740	1592
AT5G03420	3076	3230	5705	3274
AT1G14320	38535	27218	75681	1448
AT2G27600	6165	6618	10809	2955
AT2G45126	0	0	0	93
AT2G21290	1455	1360	2795	475
AT3G16380	69	72	165	2318
AT1G12270	2875	2964	5757	2701
AT3G48100	1440	1088	2211	2448
AT3G28030	1056	1108	1759	6952
AT5G23740	12911	7659	23720	1427
AT4G39110	0	0	0	2637
AT5G39370	0	0	0	393
AT3G49270	0	0	0	873
AT1G16790	519	398	1005	657
AT1G15980	27536	26366	46219	2066
AT5G24770	1614	3162	5138	1749
AT5G15010	283	224	543	1789
AT5G18020	1010	461	800	495
AT4G10680	0	0	1	549
AT3G55310	5	18	26	1203
AT5G37320	0	0	0	1787
AT1G10000	53	83	114	912
AT4G18050	535	381	734	5211
AT4G35320	1438	1229	2654	787
AT2G13370	5045	4600	7427	12284
ATCG01150	0	0	0	74
AT2G45460	583	524	1070	5003
AT1G05600	526	502	951	1650
AT2G15230	960	1039	1478	2815
AT1G02050	245	199	428	1402
AT1G14580	2833	2897	6330	3170
AT5G46230	156	105	345	606
AT3G16520	16028	16633	30442	1746
AT3G12860	146	96	295	2352
AT4G24880	586	518	990	2858
AT1G66410	4142	5322	8640	1725
AT3G13530	2423	2298	4473	7633
AT1G08180	110	136	252	550
AT4G11485	0	0	0	664
AT1G13670	4	65	20	811
AT5G58140	26482	25768	44193	8685
AT4G01470	0	0	0	759
AT3G63490	44154	43204	83837	2153
AT1G12980	0	0	0	1248
AT4G00700	63	55	85	3464
AT1G07473	0	2	4	924
AT3G23125	0	0	0	86
AT3G23120	198	61	181	2355
AT4G15470	5896	6706	11211	2244
AT1G17800	0	0	0	686
AT1G13580	330	357	597	2241
AT4G15475	1267	1495	2084	2995
AT2G20650	431	482	702	3664
AT5G52620	0	0	0	1128
AT4G27280	746	2728	4829	665
AT2G25510	18597	11704	19095	758
AT1G52870	21567	26098	34939	2163
AT3G46230	71	10	11	724
AT5G60850	3494	3916	6176	1425
AT2G32200	96	280	215	744
AT2G22720	3243	4691	6645	3433
AT5G29807	0	0	0	255
AT1G54150	649	755	1181	2058
AT1G28880	0	0	0	72
AT3G51540	21	12	12	1869
AT3G01040	1792	1278	2685	3488
AT4G26620	1018	1265	1828	2554
AT3G57260	957	776	1418	1343
AT5G08650	24345	22800	41436	6942
AT1G03090	1826	4163	3500	4506
AT4G21930	30	26	53	827
AT5G05680	678	728	1219	4376
AT3G53940	202	101	328	2751
AT3G18350	895	1159	1678	3824
AT3G10160	4812	3674	7451	5141
AT4G12170	0	0	0	761
AT1G78130	368	293	636	1763
AT3G01590	992	1016	1629	2558
AT5G07680	30	31	54	1606
AT4G28370	973	918	1640	6669
AT1G74800	856	900	1549	3145
AT3G47543	0	0	0	174
AT3G47540	768	600	1307	1596
AT2G33150	10029	15965	18280	3663
AT3G10290	12	14	41	1946
AT1G80350	1311	1558	2835	2912
AT5G06080	0	0	0	672
AT5G07350	6939	5588	12400	5399
AT5G65575	268	273	466	1069
AT2G24390	753	602	1088	1222
AT5G61890	10	12	13	1272
AT2G24395	1052	1037	2087	796
AT1G54840	16	7	14	1657
AT4G12790	2536	2937	4768	2368
AT4G24710	92	79	149	3449
AT2G26720	0	0	0	621
AT2G29510	3756	4718	7276	3505
AT4G13220	3512	2744	5976	1026
AT1G07570	626	567	1197	2405
AT1G70320	15407	13024	24124	12760
AT1G23260	1382	1692	2655	1703
AT4G14790	884	709	1344	4122
AT1G73670	2689	3166	4533	3391
AT3G06060	1242	1380	2589	2221
AT2G26890	6227	5846	9502	12259
AT5G64480	1189	1081	2338	754
AT1G01930	991	1141	1708	3025
AT1G70490	11070	10949	21355	1887
AT3G12470	0	0	0	771
AT1G04210	4152	3064	6223	5335
AT4G14240	3449	2440	5300	3062
AT1G68460	2	9	14	1573
AT4G31140	1042	1039	1770	2192
AT2G34315	0	0	0	2838
AT2G34310	4182	4197	7345	2218
AT2G39140	3320	2922	5974	3178
AT2G31790	9837	6963	15604	2154
AT2G28640	0	0	0	2021
AT3G60280	0	0	0	1012
AT2G37650	608	575	1094	2613
AT3G60286	9	16	18	508
AT3G48660	34	14	52	475
AT2G41178	5	7	15	655
AT1G56140	890	983	1349	6236
AT5G63130	80	65	126	1171
AT3G59370	10	7	25	707
AT1G56145	366	344	496	5870
AT2G41170	808	897	1514	2033
AT3G43670	2242	2641	3694	2803
AT5G58910	0	0	0	2160
AT3G02760	4818	3216	8457	3292
AT4G10940	96	101	172	1942
AT3G07730	170	240	334	1422
AT3G45780	38577	46681	69466	7345
AT3G08500	40	42	83	1453
AT4G33780	893	806	1287	1811
AT3G08505	1015	627	1524	2053
AT1G01060	2434	1128	3107	4175
AT1G72230	128	171	250	1179
AT4G22710	8760	10663	17011	1787
AT3G04420	47	21	40	1722
AT1G69730	2528	1898	3419	2708
AT4G09420	225	153	355	1611
AT3G44780	0	0	0	1004
AT3G44783	0	0	0	123
AT1G01448	357	422	637	2809
AT1G78490	651	878	1100	2413
AT3G44784	0	0	0	177
AT5G10070	1042	846	1780	1911
AT4G36490	2	6	2	3021
AT1G25390	998	1011	1577	2403
AT3G07880	3563	4751	7301	1853
AT1G43665	0	0	0	824
AT1G43667	0	0	0	510
AT1G43666	0	0	0	663
AT2G04090	0	0	1	2038
AT2G33930	0	0	0	72
AT3G42786	0	0	0	780
AT3G42780	0	0	0	531
AT1G77770	710	919	1473	1949
AT3G58420	0	0	0	3103
AT5G67320	2468	2770	4993	3966
AT5G60440	9	13	20	1423
AT1G55490	74781	52735	144592	3603
AT2G47630	964	791	1894	2512
AT1G48580	60	77	116	2348
AT5G61790	11319	7949	20869	2690
AT2G46580	886	870	1566	1355
AT3G04280	0	0	0	1141
AT3G09670	891	824	1597	2598
AT5G63860	6517	7902	12709	4992
AT2G36260	0	0	0	1058
AT2G36261	1	0	0	243
AT1G63670	1191	1059	2267	2823
AT1G75950	11069	11011	19937	1152
AT1G55720	1	0	1	2523
AT4G29760	6	1	10	1035
AT3G56900	498	382	814	3360
AT2G47180	627	599	1205	1644
AT3G05770	0	2	1	2153
AT4G03100	337	331	563	1951
AT5G20240	12	19	16	2474
AT3G54210	33648	34832	73074	896
AT3G20160	1	0	0	1035
AT1G49180	846	690	1170	2876
AT4G32551	3926	3628	6706	6182
AT5G52510	2081	2241	3656	2254
AT3G01900	0	0	0	1491
AT3G05480	124	78	170	3421
AT1G31280	827	966	1541	3634
AT4G08480	1192	1200	1977	3856
AT4G08485	0	0	0	358
AT1G09330	1685	1448	2962	2330
AT1G76420	0	2	1	1906
AT5G54200	648	1081	1406	3728
AT2G36880	26319	12220	42169	2047
AT2G36881	0	0	0	162
AT2G36885	1834	1147	2666	1709
AT1G49230	309	122	547	868
AT4G29180	8	4	6	4097
AT2G39960	2297	2328	4435	2167
AT1G70860	0	0	0	673
AT2G37130	300	267	344	2157
AT5G44180	3477	3694	6104	6840
AT4G31920	1287	1255	1921	2843
AT5G13750	649	475	936	3380
AT5G45850	53	42	129	1812
AT1G54450	112	105	232	3196
AT1G30880	2192	1948	3755	931
AT1G46408	0	0	0	801
AT3G57740	27	51	35	1074
AT1G31420	12061	7681	18367	4262
AT5G44450	1326	1295	2478	1997
AT5G48375	1	5	1	2581
AT4G09990	48	35	98	1194
AT4G33200	2715	3096	4419	12440
AT4G34250	457	1638	1653	1788
AT2G41910	0	0	0	1122
AT1G27950	9385	7707	18372	1456
AT4G04953	0	0	0	201
AT4G04950	2768	2332	4969	2312
AT4G04957	0	0	0	557
AT4G04955	1976	2431	3710	3247
AT5G45580	17	7	14	1552
AT4G15545	29606	26992	46856	1882
AT3G09863	0	0	0	132
AT5G65280	152	190	320	2181
AT5G59200	57	45	145	1635
AT4G05390	900	559	1357	1941
AT3G21340	4	0	2	4151
AT5G56240	2711	2729	4350	4783
AT2G42460	0	0	0	2895
AT5G04530	304	667	1003	1867
AT5G51350	212	273	429	3144
AT5G16700	0	0	0	2283
AT5G12080	1779	1203	3006	3583
AT5G53260	0	0	0	1013
AT5G18620	2656	2607	4742	6250
AT1G47750	401	418	745	904
AT1G73880	220	225	525	1824
AT1G73885	15676	16605	31738	845
AT2G05250	2211	2141	4125	3286
AT5G45320	27	37	68	1058
AT3G28540	1803	1328	2280	1680
AT5G14700	545	860	1066	3195
AT5G67510	2935	1976	6253	639
AT4G35120	0	0	0	1212
AT4G39460	4019	3828	7646	2901
AT2G38370	270	355	585	2189
AT3G54050	87624	85131	169004	1876
AT2G29250	0	0	1	1872
AT5G11060	4885	5664	9655	3188
AT1G26330	173	170	304	6207
AT5G36950	1906	1132	2853	3391
AT4G04040	8333	6208	12542	3705
AT1G33060	693	1033	1321	3180
AT1G24793	1968	1852	3414	1877
AT2G45110	0	0	0	1839
AT3G11410	4044	8957	9625	1908
AT4G40070	57	89	107	1357
AT3G11415	9	7	4	1002
AT5G50000	3265	3547	6316	2547
AT4G01671	0	0	0	174
AT4G01670	366	507	577	1452
ATMG00520	0	0	0	2019
AT1G25440	25174	22904	49672	1745
AT1G14870	492	527	601	1149
AT5G49930	1949	1792	3309	4776
AT5G46740	689	384	1152	3472
AT1G22790	671	686	1240	2076
AT5G42050	5595	7478	12541	1813
AT5G42053	0	0	2	165
AT5G44830	0	0	0	1758
AT1G66160	238	576	745	1413
AT2G35510	2746	2158	4736	3655
AT3G57500	16	25	51	744
AT1G33390	1331	525	1694	5120
AT2G39420	532	804	1227	2698
AT3G46030	3817	3449	7184	684
AT3G23450	12433	15801	37587	1761
AT4G18440	32316	36129	73096	2779
AT3G27340	883	782	1443	1718
AT5G01015	605	548	1354	636
AT3G16851	0	0	0	153
AT5G01010	3553	3767	6435	3716
AT1G74270	4467	2939	8336	1327
AT3G19580	154	744	684	1068
AT1G48912	0	0	0	147
AT1G48910	0	0	0	2094
AT3G46780	119392	124506	236427	2529
AT1G29910	661306	759253	1575523	1020
AT2G22250	1395	1258	2444	2603
AT3G60880	1619	1172	2598	1846
AT4G11393	0	0	0	349
AT1G33930	25	52	121	3197
AT1G27170	374	444	616	4859
AT4G11390	0	0	0	2487
AT1G62260	152	106	223	1971
AT1G62262	0	1	3	1937
AT5G40740	894	1253	1777	4500
AT5G65890	1449	1656	3155	2958
AT2G01960	0	0	0	1532
AT5G44840	0	0	0	2277
AT1G11960	724	758	1167	4170
AT5G41830	10	11	11	1573
AT3G50960	132	128	265	1732
AT5G56450	493	436	821	1554
AT3G15880	5927	6102	9468	8209
AT1G17750	141	116	268	3465
AT3G24100	2378	2762	4985	943
AT5G59430	4440	6130	7660	3335
AT5G35540	0	0	0	857
AT3G60770	14673	8018	24906	1591
AT3G47780	287	234	322	4535
AT5G43090	0	0	0	2239
AT3G25855	13	22	50	875
AT3G25850	0	0	0	777
AT1G06149	0	0	0	4730
AT5G07110	350	446	866	929
AT5G38130	4	4	7	1463
AT2G13510	0	0	0	1107
AT1G28350	2044	1261	3128	5765
AT1G50720	0	0	0	465
AT5G02090	65	70	70	668
AT1G23460	638	536	1281	2311
AT1G23465	13	36	34	884
AT4G37190	888	1045	1581	2698
AT1G26490	0	0	0	73
AT1G52470	0	0	0	2327
AT3G53430	17232	9863	32115	783
AT1G12700	401	334	641	2778
AT4G37220	37	193	80	1083
AT4G37225	35	30	64	671
AT2G20590	47	33	77	2112
AT2G02610	1	0	0	2108
AT3G13100	310	225	330	5439
AT3G12270	1196	615	2045	2697
AT5G57000	307	426	650	1599
AT1G04050	148	151	291	3700
AT5G42870	1995	2694	3473	4219
AT5G38790	0	0	0	396
AT3G14820	0	0	0	1516
AT1G10700	1668	2430	3217	2400
AT5G02630	268	286	570	1417
AT1G60130	0	0	2	2143
AT5G37140	0	0	0	2416
AT1G29000	0	1	0	1323
AT2G43470	12	1	10	1361
AT5G03320	986	1042	1490	2372
AT5G38860	321	436	548	2171
AT5G08350	363	493	964	1007
AT5G04670	1612	1217	2631	3046
AT1G51920	0	0	1	351
AT5G27360	1522	1582	3345	5534
AT5G19230	213	876	619	958
AT1G08680	2416	2726	4164	6015
AT1G15280	4147	3739	6878	4435
AT1G19500	0	0	3	899
AT1G57180	0	0	0	82
AT4G14000	1054	1090	2075	1856
AT4G34750	298	279	613	971
AT4G38470	2762	8993	5934	4250
AT3G55870	0	0	0	3046
AT3G48310	2842	3214	5170	1714
AT3G45540	1	0	2	1338
AT5G66850	2424	2422	4387	3718
AT4G39700	2	3	9	642
AT2G11200	0	0	0	465
AT1G53400	1280	1716	2245	1880
AT3G52470	940	1017	2008	1334
AT3G61910	17	3	14	1437
AT2G15910	1100	1185	2156	3019
AT5G07800	141	149	356	2721
AT5G36230	8786	8407	15067	3643
AT2G33835	571	738	953	2914
AT2G42700	924	911	1573	3914
AT4G11560	2122	1970	3940	3598
AT5G23280	2055	1281	3177	1305
AT1G54440	1494	1158	2383	4974
AT3G11990	0	0	0	653
AT3G63510	1203	1000	2164	2259
AT1G05010	13338	19106	29094	1669
AT1G15860	2022	1864	3220	2238
AT5G09400	1828	1936	3093	4544
AT3G55290	49	118	148	1186
AT1G61770	1592	1337	2611	2443
AT2G21480	0	0	0	2616
AT1G13420	25	17	31	1213
AT2G23390	6368	4729	9747	3252
AT2G26140	9099	7470	14933	3768
AT3G22440	9774	12684	19566	2447
AT5G24100	0	0	0	2693
AT5G24105	362	268	689	944
AT5G28262	78	48	149	1224
AT1G02790	0	1	0	1934
AT4G14910	2276	2262	4068	1948
AT1G18360	4886	3692	8294	2733
AT1G55120	414	345	736	2689
AT3G55120	722	614	1147	1357
AT2G21730	27	33	51	1580
AT5G25850	0	0	0	1836
AT3G54450	0	0	0	3472
AT2G15000	1033	532	1753	1498
AT4G16510	404	341	631	2250
AT5G48570	512	571	727	3304
AT2G31960	6794	6707	10987	11343
AT4G16515	223	366	436	510
AT2G23640	5	0	0	1555
AT3G58740	1	0	1	3018
AT3G50510	0	3	5	737
AT1G66200	25659	26188	48071	2185
AT4G27745	298	441	603	1475
AT4G27740	732	1263	1536	689
AT1G06540	4	4	0	517
AT3G54980	603	317	819	2836
AT4G26290	0	0	0	228
AT3G23710	749	676	1398	2343
AT3G23715	0	0	0	424
AT2G25490	6301	5230	11042	3158
AT1G09645	763	817	1307	1623
AT5G25270	4363	4548	7220	5211
AT1G09640	14473	10822	26320	2649
AT5G61228	0	0	0	1782
AT1G54290	1082	1039	1901	1623
AT5G61220	962	680	1632	1351
AT5G01750	26737	29520	47893	1562
AT5G06760	33	57	46	939
AT2G22110	0	0	0	74
AT3G57180	2583	2056	4700	2594
AT5G64541	0	0	0	138
AT5G64540	3	1	1	2606
AT3G45840	0	0	0	1984
AT2G32430	684	459	915	3207
AT1G03110	664	532	1310	2718
AT1G51110	12243	10955	20091	2337
AT3G47990	1209	1342	2149	3165
AT1G30710	0	0	0	1830
AT5G20730	2584	2863	4686	5644
AT5G20736	0	0	0	144
AT4G35420	453	340	677	1687
AT3G01650	850	1103	1594	3258
AT4G25672	0	0	0	1873
AT4G25670	0	0	0	1873
AT4G21740	189	254	393	509
AT4G21745	5	26	13	2005
AT3G56580	942	876	1751	2171
AT3G06920	432	242	699	2733
AT3G10310	176	230	304	5005
AT1G06890	1718	1958	3230	3039
AT4G13070	297	219	479	2015
AT1G70510	2	1	5	5946
AT3G52800	2565	3736	6568	1372
AT3G13662	0	0	0	1409
AT1G70518	103	206	262	1115
AT3G13660	3	0	0	679
AT5G53060	819	1180	1423	3412
AT1G75740	0	0	0	72
AT2G38170	19018	15748	27970	3234
AT2G24450	2	4	0	1190
AT3G18670	34	38	56	2337
AT5G61910	1153	1083	1755	3512
AT3G14120	1522	1105	2543	7854
AT2G30360	33	116	62	1856
AT2G30362	0	4	2	2288
AT5G11260	335	241	544	1613
AT2G36400	113	463	268	2736
AT3G02350	4191	3659	7145	2469
AT3G44080	0	0	0	1495
AT1G02730	881	844	2111	4085
AT5G26190	30	28	51	1671
AT4G28652	0	4	7	2647
AT4G28650	87	101	121	3554
AT4G30420	0	0	0	1846
AT5G59960	1377	1922	2544	3320
AT4G24100	1017	969	1653	4766
AT2G33470	2605	2489	4457	2289
AT5G58740	1809	2069	3547	1841
AT5G27820	701	555	1309	1276
AT2G26910	11473	12032	20886	6564
AT3G42860	71	90	180	1980
AT2G29720	178	213	305	1941
AT2G31180	0	0	0	1456
AT2G18320	3	3	8	1312
AT4G32378	0	0	0	111
AT1G36180	1078	1006	1697	12521
AT1G14687	128	74	192	810
AT2G18328	3449	2293	6562	517
AT3G44330	3213	3245	5799	4291
AT5G52360	0	0	0	1409
AT4G32370	0	0	0	1960
AT5G39650	0	0	2	918
AT4G36860	1549	1772	2644	3541
AT3G19780	1146	1058	1771	4678
AT1G68340	202	185	263	1207
AT5G66330	233	350	513	1554
AT1G38065	1549	1323	2731	2483
AT2G30580	571	600	1016	4662
AT1G72910	1039	1290	4035	1531
AT2G34290	0	0	0	798
AT3G56860	6790	5496	11032	3542
AT4G00830	3359	3532	6426	3211
AT4G20900	1	3	4	1742
AT2G37750	4	8	16	570
AT3G19250	46	50	80	1554
AT1G73350	1101	1053	1948	1757
AT5G52080	0	0	0	108
AT5G54870	2731	2941	4761	2665
AT2G05645	0	0	0	615
AT2G05642	0	0	0	3081
AT2G32980	638	851	1264	2447
AT3G03405	0	0	0	921
AT3G07380	5	22	29	1027
AT1G68690	316	405	478	3717
AT1G05970	285	316	560	1227
AT4G23515	0	0	0	1461
AT2G34123	0	0	0	503
AT2G34120	0	0	0	213
AT5G14980	1	0	4	984
AT1G42700	0	0	0	662
AT4G36280	345	298	548	4045
AT5G10600	488	574	983	1843
AT5G10605	15	36	79	495
AT4G33420	116	203	328	1469
AT2G19050	0	0	0	2119
AT1G76320	989	1045	1680	2886
AT2G35450	1895	1944	3325	2328
AT4G08380	0	0	0	1314
AT3G45060	24	9	27	1922
AT2G01080	155	186	302	1447
AT1G48280	335	378	577	2630
AT5G05770	0	0	0	369
AT4G31480	6674	7150	12427	4694
AT1G62060	0	0	0	732
AT1G32600	0	0	1	882
AT1G56330	6201	4387	10819	1995
AT3G57970	25	15	30	1452
AT2G41700	3058	2612	4616	13069
AT2G44550	0	0	0	1762
AT2G41705	792	766	1125	2808
AT4G36130	7354	4930	13937	1315
AT5G60630	10	20	16	755
AT4G29680	1301	1121	2359	1814
AT1G35375	0	0	0	515
AT2G19580	99	69	138	3020
AT2G40070	2047	1820	3854	3413
AT3G07960	129	134	175	3486
AT3G08710	965	1152	1775	1303
AT1G72000	0	1	3	2387
AT2G35980	10	12	10	884
AT2G03720	0	0	0	1210
AT2G04115	0	0	0	623
AT5G51570	453	569	833	2094
AT5G39220	0	1	0	2413
AT4G22505	0	0	0	1791
AT5G67170	364	339	598	2302
AT1G77630	670	623	1309	2074
AT1G69560	0	0	0	1340
AT4G09650	144895	127879	291679	966
AT1G76580	775	1022	1330	4684
AT5G55050	699	464	920	2400
AT2G47390	7643	7490	13084	4374
AT3G05525	0	0	0	72
AT5G55055	0	0	0	73
AT3G05520	1615	1865	2968	2891
AT5G55056	0	0	0	129
AT4G08520	2581	2475	5123	3183
AT1G48420	3700	4201	6750	2208
AT4G30990	4475	2066	5974	13823
AT4G30993	4341	4049	6989	2492
AT2G38910	0	0	0	2270
AT2G36180	0	0	0	435
AT3G22170	3988	4258	6671	3867
AT1G77980	0	1	0	2227
AT3G30340	1	3	6	2498
AT3G30345	0	0	0	73
AT5G60380	0	0	0	1889
AT1G02840	4697	5063	10013	3079
AT5G50620	0	0	0	690
AT4G37420	0	1	2	1767
ATMG00300	1	0	3	438
AT2G02450	788	1248	1849	2771
AT1G26960	199	221	341	1541
AT1G63000	3354	2667	5652	1721
AT4G29530	178	192	317	1376
AT1G64050	2040	2465	3639	3669
AT1G63005	0	0	0	135
AT1G10540	3	6	8	3064
AT1G34130	2231	1808	3874	3298
AT2G46040	446	252	641	3147
AT4G06744	83	96	195	1493
AT4G06746	109	69	146	584
AT4G06740	0	0	0	258
AT5G12470	15673	12537	26993	2815
AT4G02040	112	62	196	824
AT3G20730	68	49	134	2051
AT2G02180	2025	2280	3169	2370
AT2G43670	0	0	0	919
AT5G52700	0	0	0	1376
AT1G70985	347	161	405	614
AT1G70980	782	935	1550	2285
AT5G03120	659	778	1380	965
AT5G04470	256	303	491	792
AT1G65090	9	0	2	2370
AT4G18220	823	823	1514	1342
AT3G27968	0	0	0	171
AT3G27960	804	809	1699	2713
AT2G45630	553	641	1039	1090
AT5G54010	1	0	0	1409
AT5G65110	3374	4825	5715	2880
AT5G03690	1102	762	1897	1903
AT4G34190	18100	14230	30840	1239
AT4G38670	829	781	1406	1755
AT1G13485	0	0	0	174
AT5G12290	1034	985	1827	3990
AT5G16930	698	370	1118	3467
AT5G19740	330	316	604	2927
AT5G05120	0	0	0	606
AT1G62840	60	60	92	1163
AT5G11920	27	16	14	2981
AT3G21060	1018	1331	2102	2780
AT4G05210	25	11	30	2033
AT4G10010	0	0	0	2649
AT4G11760	0	0	0	1130
AT5G27350	8226	9186	12049	5760
AT1G24610	2205	2160	4020	2096
AT5G09640	7	0	0	2843
AT4G19570	2	2	7	2025
AT5G53540	2536	1799	4003	1952
AT2G04930	0	0	0	834
AT2G44940	2219	402	3231	1162
AT5G41260	1454	1642	2607	3702
AT1G61575	0	1	1	490
AT1G61570	1650	865	3046	812
AT3G16770	4852	8448	7968	1362
AT3G11200	2176	2595	4620	2585
AT3G63060	23	125	85	1184
AT3G22600	94	24	62	964
AT4G01820	3	1	14	4596
AT4G19680	0	0	0	1426
AT1G67930	1916	2007	3763	3284
AT5G09390	1036	1367	2132	2390
AT3G26770	4	4	12	1753
AT4G00190	0	1	0	1608
AT1G18160	2562	3313	4562	5247
AT1G47540	1	0	0	624
AT1G28960	1011	1490	1950	2043
AT2G23400	0	0	0	1252
AT5G05430	52	20	63	1429
AT4G16750	258	159	438	843
AT2G27570	0	0	0	977
AT2G18040	4126	3965	8000	1707
AT1G26100	293	282	450	1540
AT5G64250	1654	1784	3196	1859
AT1G57190	0	0	0	37
AT5G42797	0	0	0	379
AT1G22610	5405	4168	9454	3298
AT5G42790	3760	3985	7122	2027
AT5G47310	2355	2301	3976	2140
AT4G16280	1696	1709	2824	8229
AT1G32160	7221	6830	12684	1723
AT3G51915	0	0	2	551
AT3G51910	32	60	46	1326
AT5G46950	0	0	0	603
AT4G18760	885	1124	2005	1296
AT5G42240	2985	2565	4980	2967
AT5G42242	0	0	2	722
AT5G22650	11339	5939	20160	2257
AT3G24180	4055	2744	5767	7092
AT5G05435	126	173	225	1105
AT5G08620	1802	1364	3335	3204
AT1G13150	93	48	129	1822
AT3G25950	2	0	1	1170
AT5G06165	41	19	84	1048
AT1G67060	743	851	1157	2774
AT3G08636	0	0	0	180
AT1G18830	53	114	66	4910
AT1G23050	0	0	0	825
AT1G18835	1	3	1	299
AT1G23052	0	0	0	825
AT3G62850	0	0	0	1669
AT4G17486	931	1269	1923	1982
AT4G17480	12	55	75	1961
AT4G17483	43	39	75	1549
AT5G56740	1129	1029	1904	2869
AT1G51350	2034	1232	2831	3587
AT1G51355	45	38	111	750
AT2G21800	36	28	46	3772
AT5G65800	9	9	25	2067
AT1G50080	0	1	0	276
AT1G16470	2674	2614	4535	2858
AT1G53260	22	10	54	1710
AT1G53265	0	0	0	378
AT3G46590	5167	5705	8819	3453
AT5G63290	200	139	322	1677
AT1G29700	7145	7256	12212	2461
AT4G17150	968	1263	2211	3583
AT5G43010	2064	2184	3708	2845
AT5G05950	480	504	962	672
AT5G20320	1229	1240	1742	10049
AT1G51680	10117	6407	17077	2801
AT4G21500	48	70	81	799
AT4G12500	37	5	6	778
AT2G03440	8613	9142	15699	914
AT2G03445	0	0	0	105
AT4G13670	6425	6696	12470	2325
AT4G27830	3122	2443	4094	2783
AT1G53190	1782	2360	3540	3118
AT1G57680	4666	5862	8980	2241
AT1G79460	957	956	1623	4196
AT1G20500	0	0	1	2414
AT3G14320	1	0	1	615
AT3G10660	230	206	302	2871
AT1G32470	31692	29957	63374	1058
AT4G02900	671	549	949	3682
AT3G09010	267	169	434	2324
AT3G13310	1716	1805	4223	834
AT5G67610	1020	704	1546	2708
AT5G28750	10471	9606	21055	1740
AT3G61035	0	2	2	1398
AT5G39560	0	0	0	1478
AT5G28540	12139	8793	22757	2916
AT2G21110	0	0	0	561
AT5G28030	1718	855	2519	2046
AT2G23985	657	606	1163	1416
