pair	j1	j2	class	g1r1alt	g1r1cons	g1r2alt	g1r2cons	g1r3alt	g1r3cons	g2r1alt	g2r1cons	g2r2alt	g2r2cons	g2r3alt	g2r3cons	Locus1	Locus2
AT1G15960-AT1G80830	7-8	7-8	+IR	0	63	0	50	0	104	6	148	4	118	4	180	CDS	CDS
AT1G15960-AT1G80830	9-10	8-9	+IR	1	65	1	47	1	105	9	162	1	110	6	178	CDS	CDS
AT1G15960-AT1G80830	11-12	9-10	+IR	0	103	0	69	0	125	7	102	9	70	10	125	CDS	CDS
AT1G15960-AT1G80830	12-13	10-11	-ALTD	3	64	1	47	3	58	0	124	0	103	0	140	CDS	CDS
AT1G67250-AT5G38650	1-2	1-2	+IR	29	341	10	437	14	881	0	433	0	507	0	937	CDS	CDS
AT1G67250-AT5G38650	2-3	2-3	+ALTA	0	359	0	321	0	642	7	446	8	477	3	816	CDS	CDS
AT1G67250-AT5G38650	2-3	2-3	+IR	4	355	2	319	6	636	2	451	2	483	1	818	CDS	CDS
AT1G67250-AT5G38650	3-4	3-4	+IR	0	246	0	199	0	439	3	347	4	335	6	519	CDS	CDS
AT1G24764-AT1G68060	1-2	1-2	+IR	11	83	5	74	34	159	0	183	0	172	0	342	CDS	CDS
AT1G24764-AT1G68060	2-3	2-3	+IR	7	92	8	111	13	198	0	237	0	199	0	324	CDS	CDS
AT1G24764-AT1G68060	7-8	7-8	+IR	7	83	4	130	16	214	0	166	0	196	0	274	CDS	CDS
AT1G24764-AT1G68060	7-8	7-8	-ALTD	3	87	3	131	8	222	0	166	0	196	0	274	CDS	CDS
AT1G22530-AT1G72150	1-2	1-2	+IR	1	132	8	151	3	275	78	3192	75	5032	42	5273	CDS	CDS
AT3G11910-AT5G06600	6-7	6-7	+IR	1	229	2	225	2	352	0	428	0	380	0	619	CDS	CDS
AT3G11910-AT5G06600	8-9	8-9	+IR	6	176	9	205	9	307	1	473	3	418	2	701	CDS	CDS
AT3G11910-AT5G06600	15-16	15-16	+IR	1	207	2	171	2	285	0	381	0	376	0	586	CDS	CDS
AT3G11910-AT5G06600	16-17	16-17	+IR	2	268	5	264	4	443	2	499	3	464	2	782	CDS	CDS
AT3G11910-AT5G06600	22-23	22-23	+IR	0	241	0	217	0	350	2	427	8	425	6	698	CDS	CDS
AT3G11910-AT5G06600	24-25	24-25	+IR	0	324	0	376	0	604	9	648	2	549	4	929	CDS	CDS
AT3G11910-AT5G06600	25-26	25-26	+IR	1	253	1	269	2	491	0	531	0	494	0	756	CDS	CDS
AT3G11910-AT5G06600	27-28	27-28	+IR	0	326	0	301	0	537	5	574	1	476	5	832	CDS	CDS
AT3G11910-AT5G06600	28-29	28-29	+IR	6	292	6	242	9	399	0	647	0	532	0	924	CDS	CDS
AT3G11910-AT5G06600	30-31	30-31	+IR	2	225	4	203	3	387	0	332	0	301	0	490	CDS	CDS
AT1G26790-AT1G69570	2-3	1-2	+IR	0	5	0	0	0	1	5	35	8	64	15	69	CDS	CDS
AT4G27000-AT5G54900	4-5	4-5	+IR	0	635	0	588	0	1072	16	431	1	280	24	579	CDS	CDS
AT2G25170-AT4G31900	15-16	13-14	+ALTD	1	205	2	154	2	246	0	0	0	0	0	0	CDS	CDS
AT2G25170-AT4G31900	15-16	13-14	+IR	2	204	1	155	7	241	0	0	0	0	0	0	CDS	CDS
AT2G25170-AT4G31900	16-17	14-15	+IR	7	230	3	194	7	258	0	0	0	0	0	0	CDS	CDS
AT1G14350-AT2G02820	3-4	3-4	+IR	16	39	4	28	14	61	0	54	0	29	0	80	CDS	CDS
AT1G14350-AT2G02820	5-6	5-6	-ALTD	4	38	1	45	4	116	0	48	0	36	0	89	CDS	CDS
AT1G14350-AT2G02820	7-8	8-9	+IR	0	76	0	61	0	156	1	55	1	58	3	88	CDS	CDS
AT1G14350-AT2G02820	7-8	8-9	-ALTA	0	76	0	61	0	156	5	51	2	57	4	87	CDS	CDS
AT1G14350-AT2G02820	8-9	9-10	+IR	0	50	0	43	0	100	11	51	2	35	8	50	CDS	CDS
AT1G14350-AT2G02820	8-9	9-10	+ALTA;-ALTD	0	50	0	43	0	100	2	60	1	36	3	55	CDS	CDS
AT1G01600-AT4G00360	1-2	1-2	+IR	0	0	0	3	0	2	30	891	22	1077	28	1774	CDS	CDS
AT1G05160-AT2G32440	7-8	6-7	+IR	3	32	7	18	2	56	0	231	0	159	0	329	CDS	CDS
AT4G10960-AT4G23920	8-9	8-9	+IR	0	0	0	0	0	0	2	100	5	75	12	131	CDS	CDS
AT4G19640-AT5G45130	2-3	2-3	+IR	2	579	4	653	10	953	0	401	0	417	0	593	CDS	CDS
AT4G19640-AT5G45130	3-4	3-4	+IR	1	691	5	679	8	1092	2	505	1	446	3	741	CDS	CDS
AT4G19640-AT5G45130	5-6	5-6	+IR	23	435	14	469	17	699	8	372	4	458	17	762	CDS	CDS
AT4G19640-AT5G45130	6-7	6-7	+IR	1	424	3	453	6	688	1	366	1	389	7	631	CDS	CDS
AT2G44770-AT3G60260	2-3	2-3	+ALTD	0	101	0	97	0	190	6	49	7	83	13	94	CDS	CDS
AT2G44770-AT3G60260	2-3	2-3	+IR	0	101	0	97	0	190	2	53	12	78	14	93	CDS	CDS
AT2G44770-AT3G60260	4-5	4-5	+IR	0	95	0	113	0	241	3	64	2	84	5	107	CDS	CDS
AT2G44770-AT3G60260	6-7	6-7	+IR	0	176	0	147	0	349	1	83	7	125	7	163	CDS	CDS
AT1G16350-AT1G79470	4-5	5-6	+IR	1	328	1	175	4	466	0	44	0	26	0	65	CDS	CDS
AT1G53160-AT3G15270	1-2	1-2	-ALTD	12	187	12	167	22	297	0	30	0	31	0	72	CDS	CDS
AT1G53160-AT3G15270	1-2	1-2	+IR	10	189	18	161	31	288	4	26	3	28	3	69	CDS	CDS
AT1G16060-AT1G79700	4-5	4-5	+IR	0	21	0	18	0	52	8	57	45	192	27	191	CDS	CDS
AT1G16060-AT1G79700	5-6	5-6	+IR	0	14	0	23	0	54	6	71	29	226	14	192	CDS	CDS
AT1G16060-AT1G79700	6-7	6-7	+IR	1	18	2	21	2	35	13	61	29	175	11	146	CDS	CDS
AT1G16060-AT1G79700	7-8	7-8	-ALTD	0	32	0	31	0	45	7	184	5	586	11	388	CDS	CDS
AT1G16060-AT1G79700	7-8	7-8	+IR	12	20	13	18	14	31	158	33	491	100	301	98	CDS	CDS
AT1G54080-AT3G14100	2-3	2-3	-ALTD	3	546	1	537	1	1013	0	259	0	296	0	496	CDS	CDS
AT1G54080-AT3G14100	3-4	3-4	+IR	0	563	0	551	0	1092	2	248	1	256	3	381	CDS	CDS
AT1G54080-AT3G14100	6-7	6-7	+IR	3	713	1	628	2	1189	0	421	0	475	0	692	CDS	CDS
AT1G54080-AT3G14100	6-7	6-7	-ALTA	684	32	611	18	1149	42	0	421	0	475	0	692	CDS	CDS
AT1G54080-AT3G14100	9-10	9-10	+IR	7	352	1	289	3	530	4	262	1	297	5	514	CDS	CDS
AT1G54080-AT3G14100	10-11	10-11	+IR	1	508	1	386	2	750	6	349	13	356	19	563	CDS	CDS
AT1G54080-AT3G14100	11-12	11-12	+IR	12	551	9	416	27	863	5	338	10	344	16	497	CDS	CDS
AT2G39900-AT3G55770	2-3	3-4	+IR	3	172	3	208	6	334	5	1131	2	1363	11	2119	CDS	CDS
AT1G03930-AT5G44100	1-2	1-2	+IR	2	303	3	266	3	509	0	306	0	275	0	445	CDS	CDS
AT1G03930-AT5G44100	2-3	2-3	+IR	0	253	0	236	0	499	1	294	1	257	1	423	CDS	CDS
AT1G03930-AT5G44100	3-4	3-4	+IR	0	213	0	210	0	392	9	213	3	216	4	277	CDS	CDS
AT1G03930-AT5G44100	4-5	4-5	+IR	0	279	0	239	0	375	4	337	8	287	4	435	CDS	CDS
AT1G03930-AT5G44100	5-6	5-6	+IR	8	272	3	251	11	467	0	248	0	278	0	450	CDS	CDS
AT1G03930-AT5G44100	6-7	6-7	+IR	10	262	10	265	16	454	0	221	0	231	0	387	CDS	CDS
AT1G03930-AT5G44100	8-9	8-9	+IR	4	453	1	300	4	693	0	303	0	279	0	429	CDS	CDS
AT1G03930-AT5G44100	8-9	8-9	-ALTA	7	450	1	300	11	686	0	303	0	279	0	429	CDS	CDS
AT1G03930-AT5G44100	9-10	9-10	+ALTA	7	393	2	270	5	573	0	372	0	384	0	588	CDS	CDS
AT1G03930-AT5G44100	9-10	9-10	+IR	15	385	4	268	21	557	8	364	5	379	7	581	CDS	CDS
AT1G03930-AT5G44100	10-11	10-11	+IR	2	311	3	284	6	472	1	222	3	255	4	408	CDS	CDS
AT4G04890-AT4G21750	3-4	3-4	+IR	0	502	0	526	0	1045	2	317	4	423	3	772	CDS	CDS
AT4G04890-AT4G21750	6-7	5-6	+IR	0	334	0	361	0	653	2	293	2	235	4	501	CDS	CDS
AT4G04890-AT4G21750	7-8	6-7	+IR	0	390	0	470	0	882	6	356	2	426	7	791	CDS	CDS
AT4G04890-AT4G21750	10-11	9-10	+IR	7	500	3	410	17	832	0	499	0	526	0	1038	CDS	CDS
AT4G04890-AT4G21750	11-12	10-11	+IR	32	457	18	413	57	752	8	440	5	415	23	791	3UTR	3UTR
AT4G04890-AT4G21750	11-12	10-11	-ALTA	8	481	3	428	13	796	1	447	2	418	4	810	3UTR	3UTR
AT1G05200-AT2G32390	2-3	1-2	-ALTA	3	154	1	89	9	226	6	42	4	38	12	86	CDS	CDS
AT1G05200-AT2G32390	3-4	2-3	+IR	14	343	9	190	33	472	0	87	0	57	0	131	CDS	CDS
AT1G05200-AT2G32390	6-7	7-8	+ALTD	30	507	24	236	71	675	0	91	0	66	0	120	CDS	CDS
AT1G05200-AT2G32390	6-7	7-8	+IR	220	317	78	182	267	479	6	85	7	59	12	108	CDS	CDS
AT2G25080-AT4G31870	1-2	1-2	+IR	79	13186	126	14842	291	22139	0	303	0	217	0	392	CDS	CDS
AT2G25080-AT4G31870	1-2	1-2	+ALTA	2	13263	1	14967	1	22429	0	303	0	217	0	392	CDS	CDS
AT2G25080-AT4G31870	2-3	2-3	+IR	25	13129	31	14444	74	21542	1	234	5	200	1	281	CDS	CDS
AT2G25080-AT4G31870	3-4	3-4	+ALTD	0	13781	0	14416	0	20958	18	273	14	183	16	330	CDS	CDS
AT2G25080-AT4G31870	3-4	3-4	-ALTA	2	13779	5	14411	9	20949	0	291	0	197	0	346	CDS	CDS
AT2G25080-AT4G31870	3-4	3-4	+IR	119	13662	182	14234	355	20603	1	290	1	196	1	345	CDS	CDS
AT2G25080-AT4G31870	4-5	4-5	+IR	21	12281	25	11905	49	17163	0	359	0	159	0	363	CDS	CDS
AT3G03090-AT5G17010	6-7	6-7	+IR	18	85	6	68	43	154	0	110	0	91	0	178	CDS	CDS
AT3G03090-AT5G17010	7-8	7-8	+IR	15	81	16	48	37	107	0	134	0	118	0	245	CDS	CDS
AT3G03090-AT5G17010	9-10	9-10	+IR	1	116	1	94	4	206	1	99	2	79	1	164	CDS	CDS
AT3G03090-AT5G17010	10-11	10-11	+IR	0	101	0	96	0	197	7	74	3	78	7	107	CDS	CDS
AT3G03090-AT5G17010	12-13	12-13	+IR	1	104	1	84	4	152	0	185	0	137	0	287	CDS	CDS
AT3G03090-AT5G17010	13-14	13-14	+IR	0	82	0	61	0	135	4	132	3	132	9	217	CDS	CDS
AT1G16490-AT1G79180	1-2	1-2	+IR	54	5	23	21	34	22	0	0	0	0	0	1	CDS	CDS
AT1G16490-AT1G79180	2-3	2-3	+IR	25	15	13	4	29	17	0	0	0	0	0	3	CDS	CDS
AT3G05640-AT5G27930	2-3	1-2	+IR	17	105	9	225	24	275	0	72	0	74	0	118	CDS	CDS
AT3G05640-AT5G27930	4-5	3-4	+IR	14	131	12	232	34	338	0	115	0	91	0	127	CDS	CDS
AT3G05640-AT5G27930	5-6	4-5	+IR	3	154	4	242	11	301	27	51	24	101	39	106	CDS	CDS
AT1G04230-AT5G43720	1-2	1-2	+IR	10	161	3	178	6	302	0	200	0	191	0	406	CDS	CDS
AT1G04230-AT5G43720	2-3	2-3	-ALTD	2	107	5	130	2	205	0	219	0	199	0	364	CDS	CDS
AT1G04230-AT5G43720	3-4	3-4	+IR	0	62	0	86	0	173	3	246	9	210	7	443	CDS	CDS
AT1G04230-AT5G43720	5-6	5-6	+IR	2	108	2	88	5	171	0	159	0	145	0	243	CDS	CDS
AT1G04230-AT5G43720	6-7	6-7	+IR	0	106	0	65	0	98	2	148	5	134	14	293	CDS	CDS
AT1G34470-AT4G09640	1-2	1-2	+IR	2	130	1	80	2	160	2	72	3	83	3	116	CDS	CDS
AT1G34470-AT4G09640	2-3	2-3	+ALTD	31	140	15	74	24	160	0	112	0	124	0	172	CDS	CDS
AT1G34470-AT4G09640	2-3	2-3	+IR	17	154	4	85	4	180	2	110	3	121	2	170	CDS	CDS
AT1G34470-AT4G09640	3-4	3-4	+ALTD	0	132	0	89	0	180	16	78	13	66	15	143	CDS	CDS
AT1G34470-AT4G09640	3-4	3-4	+IR	7	125	1	88	12	168	3	91	5	74	5	153	CDS	CDS
AT1G34470-AT4G09640	5-6	5-6	+IR	1	105	1	81	2	125	0	57	0	65	0	105	CDS	CDS
AT1G34470-AT4G09640	6-7	6-7	+IR	4	86	2	81	10	147	2	94	6	72	6	115	CDS	CDS
AT1G34470-AT4G09640	7-8	7-8	+IR	6	108	3	98	9	149	1	101	1	87	4	149	CDS	CDS
AT1G55680-AT3G13340	4-5	4-5	+IR	0	392	0	431	0	546	85	141	79	117	133	206	CDS	CDS
AT1G55680-AT3G13340	4-5	4-5	-ALTD	5	387	1	430	2	544	0	226	0	196	0	339	CDS	CDS
AT1G55680-AT3G13340	5-6	5-6	+IR	0	409	0	407	0	606	15	238	22	227	46	332	CDS	CDS
AT1G55680-AT3G13340	6-7	6-7	-ALTA	0	512	0	549	0	880	3	251	3	256	3	400	CDS	CDS
AT1G55680-AT3G13340	6-7	6-7	+IR	2	510	5	544	6	874	2	252	3	256	10	393	CDS	CDS
AT1G55680-AT3G13340	7-8	7-8	+IR	6	517	1	575	7	895	0	252	0	255	0	429	CDS	CDS
AT1G55680-AT3G13340	8-9	8-9	+IR	36	381	35	439	71	716	31	257	38	279	83	419	CDS	CDS
AT1G55680-AT3G13340	9-10	9-10	+IR	5	505	1	554	5	885	10	273	28	234	61	353	CDS	CDS
AT2G17150-AT4G35270	4-5	3-4	+IR	12	49	23	26	45	55	0	235	0	125	0	339	CDS	CDS
AT1G52570-AT3G15730	3-4	3-4	+IR	0	11	0	6	0	11	9	1356	5	1537	5	2452	CDS	CDS
AT3G49800-AT5G65910	1-2	1-2	+IR	0	194	0	375	0	484	3	261	11	369	6	460	CDS	CDS
AT3G49800-AT5G65910	2-3	2-3	+IR	5	189	9	354	32	426	81	254	87	385	127	529	CDS	CDS
AT4G26850-AT5G55120	3-4	3-4	+IR	17	5070	3	2186	28	6867	11	282	2	355	17	427	CDS	CDS
AT4G26850-AT5G55120	4-5	4-5	+IR	24	3121	3	1358	12	4173	2	257	1	241	15	303	CDS	CDS
AT4G26850-AT5G55120	5-6	5-6	+IR	50	3978	6	1725	63	5291	5	201	5	236	30	249	CDS	CDS
AT4G26850-AT5G55120	6-7	6-7	-ALTA	5	4726	5	2451	7	7119	0	275	0	463	0	554	CDS	CDS
AT4G26850-AT5G55120	6-7	6-7	+IR	66	4665	3	2453	75	7051	4	271	3	460	33	521	CDS	CDS
AT2G21410-AT4G39080	1-2	1-2	+IR	0	269	0	315	0	537	3	1054	4	1128	7	2146	CDS	CDS
AT2G21410-AT4G39080	5-6	5-6	+ALTA	0	256	0	252	0	380	2	1147	7	1213	7	1984	CDS	CDS
AT2G21410-AT4G39080	5-6	5-6	-ALTA	0	256	0	252	0	380	12	1137	4	1216	6	1985	CDS	CDS
AT2G21410-AT4G39080	6-7	6-7	+IR	0	243	0	255	0	485	5	1068	6	1002	11	1680	CDS	CDS
AT2G21410-AT4G39080	7-8	7-8	+IR	27	215	8	202	18	368	0	1017	0	971	0	1705	CDS	CDS
AT2G21410-AT4G39080	8-9	8-9	+IR	0	268	0	244	0	456	1	899	1	820	4	1432	CDS	CDS
AT2G21410-AT4G39080	10-11	10-11	+IR	0	202	0	177	0	309	10	1089	10	1044	11	1702	CDS	CDS
AT2G21410-AT4G39080	11-12	11-12	+IR	12	224	10	184	29	277	10	1202	6	1107	19	1893	CDS	CDS
AT2G21410-AT4G39080	12-13	12-13	+IR	6	229	7	252	8	419	0	1265	0	1103	0	1959	CDS	CDS
AT2G21410-AT4G39080	13-14	13-14	+IR	0	287	0	348	0	454	26	1349	18	1120	21	1815	CDS	CDS
AT2G21410-AT4G39080	15-16	15-16	+IR	0	369	0	404	0	575	1	1457	5	1164	8	2155	CDS	CDS
AT2G21410-AT4G39080	15-16	15-16	+ALTA	0	369	0	404	0	575	12	1446	7	1162	11	2152	CDS	CDS
AT2G21410-AT4G39080	17-18	17-18	+IR	0	229	0	212	0	409	4	1189	4	937	10	1758	CDS	CDS
AT2G16850-AT4G35100	1-2	1-2	+IR	0	98	0	58	0	151	16	3651	76	5230	18	9654	CDS	CDS
AT2G16850-AT4G35100	2-3	2-3	+IR	0	68	0	38	0	113	84	2767	315	3296	99	6110	CDS	CDS
AT2G16850-AT4G35100	3-4	3-4	+IR	0	29	0	44	0	110	19	2475	161	3277	49	5802	CDS	CDS
AT2G16850-AT4G35100	3-4	3-4	-ALTD;-ALTA	0	29	0	44	0	110	3	2491	3	3435	2	5849	CDS	CDS
AT1G34550-AT4G09630	2-3	1-2	+IR	3	200	1	144	3	343	0	130	0	130	0	195	CDS	CDS
AT1G34550-AT4G09630	3-4	2-3	+IR	2	163	2	116	3	226	1	152	1	146	3	244	CDS	CDS
AT1G34550-AT4G09630	4-5	3-4	-ALTA	5	140	1	73	1	181	0	80	0	104	0	158	CDS	CDS
AT1G34550-AT4G09630	4-5	3-4	+IR	4	141	5	69	4	178	5	75	4	100	5	153	CDS	CDS
AT1G34550-AT4G09630	6-7	5-6	+IR	15	151	14	97	31	233	6	113	11	117	4	195	CDS	CDS
AT1G34550-AT4G09630	7-8	6-7	+IR	3	184	2	136	12	300	0	136	0	166	0	235	CDS	CDS
AT1G07360-AT2G29580	1-2	1-2	+IR	26	333	5	277	10	648	6	75	5	82	7	194	CDS	CDS
AT1G07360-AT2G29580	3-4	3-4	+IR	10	396	9	292	28	591	0	57	0	67	0	127	CDS	CDS
AT4G26390-AT5G56350	1-2	1-2	+IR	0	0	0	0	0	0	3	262	4	275	2	497	CDS	CDS
AT3G05590-AT5G27850	2-3	2-3	+IR	1	6329	2	4450	7	12682	11	8037	5	5690	18	15053	CDS	CDS
AT3G05590-AT5G27850	3-4	3-4	+IR	22	7764	7	5532	14	14996	55	4034	41	3000	129	7857	CDS	CDS
AT3G05590-AT5G27850	4-5	4-5	+IR	20	3657	6	2283	35	6441	22	4726	9	3367	32	9176	CDS	CDS
AT3G02380-AT5G15840	1-2	1-2	+ALTA;-ALTD	10	1089	11	755	15	2205	0	16	0	6	0	1	CDS	CDS
AT3G02380-AT5G15840	1-2	1-2	+IR	197	902	80	686	277	1943	15	1	5	1	1	0	CDS	CDS
AT3G02200-AT5G15610	1-2	1-2	+IR	0	270	0	198	0	456	3	336	1	258	2	589	CDS	CDS
AT3G02200-AT5G15610	2-3	2-3	+IR	0	495	0	384	0	919	9	401	1	272	2	678	CDS	CDS
AT3G02200-AT5G15610	5-6	5-6	+IR	4	521	1	322	7	605	0	310	0	218	0	497	CDS	CDS
AT3G02200-AT5G15610	6-7	6-7	+IR	2	520	3	389	9	838	0	341	0	222	0	504	CDS	CDS
AT2G47440-AT3G62570	2-3	2-3	+IR	6	286	21	524	6	432	0	0	0	5	0	3	CDS	CDS
AT1G17880-AT1G73230	2-3	2-3	+IR	0	4556	0	3349	0	9879	2	2975	2	1907	6	5667	CDS	CDS
AT1G17880-AT1G73230	3-4	3-4	+IR	0	2688	0	1804	0	4464	17	2554	13	1674	56	4065	CDS	CDS
AT1G17880-AT1G73230	4-5	4-5	-ALTD	7	3583	6	2304	12	5871	0	2927	0	1888	0	4963	CDS	CDS
AT1G17880-AT1G73230	4-5	4-5	+ALTD	30	3560	31	2279	86	5797	0	2927	0	1888	0	4963	CDS	CDS
AT1G17880-AT1G73230	4-5	4-5	+IR	43	3547	23	2287	55	5828	15	2912	9	1879	37	4926	CDS	CDS
AT1G17880-AT1G73230	5-6	5-6	-ALTA	1	3953	1	2481	5	6250	0	2983	0	1777	0	4885	CDS	CDS
AT1G17880-AT1G73230	5-6	5-6	+IR	22	3932	16	2466	39	6216	6	2977	6	1771	47	4838	CDS	CDS
AT3G48730-AT5G63570	1-2	1-2	+IR	15	1551	5	1603	8	3302	9	1306	33	1024	38	2496	CDS	CDS
AT3G48730-AT5G63570	3-4	2-3	+IR	4	2567	6	1955	19	4154	9	1524	3	1088	11	2744	CDS	CDS
AT4G11260-AT4G23570	1-2	1-2	-ALTA	0	689	0	678	0	1201	227	55	266	66	456	110	CDS	CDS
AT4G11260-AT4G23570	1-2	1-2	+IR	12	677	6	672	10	1191	54	228	64	268	106	460	CDS	CDS
AT4G11260-AT4G23570	2-3	2-3	+IR	0	695	0	552	0	1060	6	311	2	295	14	520	CDS	CDS
AT4G11260-AT4G23570	5-6	5-6	+IR	4	754	1	662	3	1143	0	446	0	419	0	647	CDS	CDS
AT4G11260-AT4G23570	6-7	6-7	+IR	0	959	0	910	0	1507	12	391	1	428	9	609	CDS	CDS
AT4G11260-AT4G23570	9-10	9-10	+IR	0	837	0	851	0	1449	10	413	2	300	21	570	CDS	CDS
AT1G25550-AT1G68670	1-2	1-2	-ALTA	0	476	0	1515	0	1263	6	582	9	1189	2	1035	CDS	CDS
AT1G25550-AT1G68670	1-2	1-2	+IR	8	468	22	1493	35	1228	3	585	8	1190	19	1018	CDS	CDS
AT1G25550-AT1G68670	2-3	3-4	+IR	59	305	71	992	133	764	11	377	28	984	47	804	CDS	CDS
AT2G41130-AT3G56770	1-2	1-2	+IR	3	20	8	26	2	40	0	1	0	12	0	8	CDS	CDS
AT1G11990-AT1G62330	5-6	5-6	+ALTD	0	4	0	1	0	4	25	96	10	104	24	139	CDS	CDS
AT1G11990-AT1G62330	5-6	5-6	+IR	0	4	0	1	0	4	4	117	7	107	9	154	CDS	CDS
AT1G11990-AT1G62330	7-8	7-8	+IR	0	2	0	0	0	3	1	113	3	108	1	217	CDS	CDS
AT1G11990-AT1G62330	7-8	7-8	-ALTA	0	2	0	0	0	3	4	110	3	108	9	209	CDS	CDS
AT1G11990-AT1G62330	9-10	8-9	+ALTD	0	1	0	0	0	4	1	127	1	111	3	197	CDS	CDS
AT1G11990-AT1G62330	9-10	8-9	+IR	0	1	0	0	0	4	2	126	1	111	2	198	CDS	CDS
AT1G29310-AT2G34250	2-3	2-3	+IR	0	73	0	69	0	147	5	597	4	431	6	813	CDS	CDS
AT1G29310-AT2G34250	5-6	5-6	+IR	0	128	0	122	0	208	2	1175	7	1048	11	1965	CDS	CDS
AT1G29310-AT2G34250	6-7	6-7	+IR	0	115	0	106	0	170	3	1200	6	1063	18	2035	CDS	CDS
AT1G30820-AT2G34890	3-4	2-3	+IR	4	111	5	143	6	151	0	0	0	0	0	0	CDS	CDS
AT1G30820-AT2G34890	4-5	3-4	+IR	2	160	1	287	5	390	0	0	0	0	0	0	CDS	CDS
AT1G30820-AT2G34890	5-6	4-5	+IR	5	88	2	225	3	305	0	0	0	0	0	0	CDS	CDS
AT1G03040-AT4G02590	1-2	1-2	-ALTA	19	262	11	162	19	350	0	199	0	181	0	267	CDS	CDS
AT1G03040-AT4G02590	1-2	1-2	+IR	105	176	49	124	100	269	3	196	2	179	6	261	CDS	CDS
AT1G03040-AT4G02590	3-4	3-4	+IR	0	163	0	147	0	270	1	125	3	124	7	218	CDS	CDS
AT1G03040-AT4G02590	4-5	4-5	+IR	12	201	8	170	13	354	35	138	21	115	57	200	CDS	CDS
AT1G03040-AT4G02590	5-6	5-6	+IR	31	229	23	181	62	347	4	168	3	164	10	261	CDS	CDS
AT1G19970-AT1G75760	1-2	1-2	+IR	5	52	6	43	8	77	5	69	14	68	18	99	CDS	CDS
AT1G19970-AT1G75760	2-3	2-3	+IR	0	56	0	52	0	120	4	115	3	111	3	210	CDS	CDS
AT1G19970-AT1G75760	3-4	3-4	+IR	0	57	0	56	0	90	2	115	3	94	5	177	CDS	CDS
AT1G19970-AT1G75760	4-5	4-5	+IR	2	54	2	67	10	103	1	81	7	81	7	139	CDS	CDS
AT1G19970-AT1G75760	5-6	5-6	+IR	0	54	0	56	0	108	4	107	10	94	13	185	CDS	CDS
AT5G09220-AT5G63850	2-3	2-3	+IR	9	269	4	297	8	307	6	303	6	284	3	482	CDS	CDS
AT5G09220-AT5G63850	3-4	3-4	+IR	0	578	0	677	0	634	12	439	4	353	18	580	CDS	CDS
AT5G09220-AT5G63850	4-5	4-5	+IR	0	453	0	456	0	454	10	316	8	316	19	489	CDS	CDS
AT5G09220-AT5G63850	4-5	4-5	+ALTD	2	451	4	452	2	452	0	326	0	324	0	508	CDS	CDS
AT5G09220-AT5G63850	5-6	5-6	+IR	5	654	4	901	2	904	16	439	14	454	21	694	CDS	CDS
AT5G09220-AT5G63850	6-7	6-7	+IR	1	588	1	664	4	598	41	397	20	319	46	434	CDS	CDS
AT1G32490-AT2G35340	2-3	2-3	+IR	2	120	2	91	1	184	0	12	0	28	0	41	CDS	CDS
AT3G50960-AT5G66410	4-5	3-4	+IR	0	24	0	23	0	46	15	206	10	218	25	436	CDS	CDS
AT3G50960-AT5G66410	6-7	5-6	+IR	0	32	0	23	0	52	9	131	1	123	3	208	CDS	CDS
AT3G50960-AT5G66410	7-8	6-7	+IR	0	27	0	15	0	43	10	108	11	118	10	250	CDS	CDS
AT2G35260-AT4G17840	2-3	2-3	+IR	20	2850	18	3252	29	4958	0	851	0	898	0	1460	CDS	CDS
AT2G35260-AT4G17840	8-9	8-9	-ALTA	12	3516	7	3647	8	5628	0	693	0	631	0	921	CDS	CDS
AT2G35260-AT4G17840	8-9	8-9	+IR	244	3284	143	3511	342	5294	4	689	2	629	5	916	CDS	CDS
AT3G25290-AT4G12980	1-2	1-2	+IR	0	6	0	7	0	14	125	2105	100	1944	155	3381	CDS	CDS
AT3G25290-AT4G12980	2-3	2-3	+IR	0	8	0	3	0	8	250	1471	152	1311	331	2278	CDS	CDS
AT3G07650-AT5G48250	3-4	3-4	+IR	0	9	0	18	0	17	5	23	3	15	11	40	CDS	CDS
AT3G04080-AT5G18280	4-5	7-8	+IR	0	107	0	103	0	218	1	229	1	207	4	546	CDS	CDS
AT3G04080-AT5G18280	6-7	9-10	+IR	2	126	1	99	2	178	0	232	0	209	0	381	CDS	CDS
AT3G04080-AT5G18280	7-8	10-11	+IR	0	112	0	59	0	127	4	296	2	206	4	424	CDS	CDS
AT1G29030-AT2G34040	8-9	8-9	+ALTD	3	71	2	25	3	72	0	246	0	183	0	361	CDS	CDS
AT1G29030-AT2G34040	8-9	8-9	+IR	40	34	7	20	31	44	14	232	4	179	9	352	CDS	CDS
AT1G29030-AT2G34040	14-15	14-15	+IR	4	65	1	55	8	116	0	336	0	376	0	754	CDS	CDS
AT2G22660-AT4G37900	2-3	2-3	+IR	2	95	2	195	2	243	0	3	0	6	0	6	CDS	CDS
AT2G22660-AT4G37900	3-4	3-4	+IR	2	99	3	234	2	230	0	10	0	7	0	10	CDS	CDS
AT2G42130-AT3G58010	1-2	1-2	+IR	18	979	20	906	39	2128	0	339	0	380	0	666	CDS	CDS
AT2G42130-AT3G58010	1-2	1-2	+ALTA	5	992	3	923	7	2160	0	339	0	380	0	666	CDS	CDS
