gene_name	species	junct	class	A_alt	A_nrm	B_alt	B_nrm	C_alt	C_nrm	unique_code
AT2G48100	AT	1-2	IR	264	102	159	84	326	183	na:na:+:IR
AT2G48100	AT	2-3	ALTA	6	200	2	153	5	298	19671385:19671390:-:ALTA
AT2G48100	AT	3-4	IR	1	205	3	152	1	299	na:na:+:IR
AT2G48100	AT	5-6	IR	7	205	1	209	8	408	na:na:+:IR
AT2G48100	AT	6-7	IR	82	270	46	224	111	448	na:na:+:IR
AT2G48100	AT	7-8	IR	2	290	2	225	2	494	na:na:+:IR
AT3G07800	AT	3-4	IR	10	176	2	220	16	326	na:na:+:IR
AT4G02850	AT	1-2	ALTD	28	204	17	177	37	502	1267862:1268530:+:ALTD
AT4G02850	AT	1-2	IR	76	156	38	156	151	388	na:na:+:IR
AT4G02850	AT	2-3	ALTD	6	122	2	69	10	209	1267583:1267604:-:ALTD
AT4G02850	AT	2-3	IR	16	112	5	66	26	193	na:na:+:IR
AT4G02850	AT	3-4	ALTA	2	154	1	176	1	390	1267057:1267095:-:ALTA
AT4G02850	AT	4-5	IR	10	74	1	98	5	245	na:na:+:IR
AT1G16700	AT	1-2	IR	4	828	9	708	11	1295	na:na:+:IR
AT1G16700	AT	2-3	IR	4	506	1	484	8	944	na:na:+:IR
AT1G16700	AT	6-7	IR	2	662	3	499	6	929	na:na:+:IR
AT1G78940	AT	9-10	IR	9	0	7	0	17	0	na:na:+:IR
AT3G21870	AT	1-2	ALTD	2	305	11	335	12	486	7704424:7704427:+:ALTD
AT3G21870	AT	1-2	IR	16	291	32	314	59	439	na:na:+:IR
AT1G11730	AT	8-9	IR	10	0	3	0	15	2	na:na:+:IR
AT1G31200	AT	1-2	IR	4	19	4	6	2	39	na:na:+:IR
AT5G53970	AT	5-6	IR	3	142	6	150	2	254	na:na:+:IR
AT5G53970	AT	6-7	IR	16	190	12	238	19	305	na:na:+:IR
AT4G02580	AT	1-2	IR	2	1672	1	1499	7	3330	na:na:+:IR
AT4G02580	AT	3-4	ALTA	2	1224	1	1066	6	2171	1135309:1135575:+:ALTA
AT4G02580	AT	3-4	IR	12	1214	4	1063	3	2174	na:na:+:IR
AT4G02580	AT	6-7	ALTD	3	1086	1	827	2	1599	1136097:1136099:-:ALTD
AT4G02580	AT	6-7	IR	15	1074	2	826	12	1589	na:na:+:IR
AT4G02580	AT	7-8	IR	3	1076	4	903	8	1802	na:na:+:IR
AT4G02580	AT	8-9	IR	8	1181	2	945	6	1919	na:na:+:IR
AT4G02580	AT	9-10	IR	7	1071	8	891	5	1770	na:na:+:IR
AT5G55480	AT	6-7	IR	10	154	4	187	12	329	na:na:+:IR
AT5G55480	AT	8-9	IR	1	134	1	100	2	293	na:na:+:IR
AT2G46270	AT	1-2	ALTD	1	3	8	2	4	3	19000424:19000427:-:ALTD
AT2G46270	AT	9-10	ALTD	20	11	54	31	51	21	19002162:19002230:-:ALTD
AT5G16120	AT	1-2	ALTD	21	131	35	238	53	235	5265801:5265826:-:ALTD
AT5G16120	AT	1-2	IR	130	22	236	37	232	56	na:na:+:IR
AT5G16120	AT	2-3	IR	2	240	12	411	10	437	na:na:+:IR
AT5G16120	AT	3-4	IR	8	190	36	316	33	337	na:na:+:IR
AT5G16120	AT	4-5	IR	3	203	3	334	9	362	na:na:+:IR
AT5G16120	AT	5-6	IR	10	175	14	250	27	274	na:na:+:IR
AT5G16120	AT	6-7	ALTA	1	254	10	396	6	529	5267133:5267139:-:ALTA
AT5G16120	AT	6-7	IR	15	240	33	373	46	489	na:na:+:IR
AT5G16120	AT	7-8	IR	5	239	23	408	45	498	na:na:+:IR
AT5G16120	AT	8-9	IR	6	251	22	443	30	413	na:na:+:IR
AT1G45170	AT	1-2	ALTA	1	176	2	156	7	351	17097361:17097442:+:ALTA
AT1G45170	AT	2	CRIN	3	948	1	839	2	1577	17097076:17097213:-:CRIN
AT1G45170	AT	2-3	IR	6	225	1	165	6	320	na:na:+:IR
AT1G30550	AT	10-11	IR	11	25	4	18	8	51	na:na:+:IR
AT1G30550	AT	11-12	IR	20	0	11	13	15	15	na:na:+:IR
AT1G30550	AT	6-7	IR	4	51	10	34	3	116	na:na:+:IR
AT1G30550	AT	7-8	ALTD	6	52	12	28	11	58	10821595:10821619:-:ALTD
AT1G30550	AT	7-8	IR	31	27	8	32	10	59	na:na:+:IR
AT2G05830	AT	1-2	IR	53	332	43	316	83	610	na:na:+:IR
AT2G05830	AT	2-3	ALTA	3	375	1	382	5	717	2230041:2230053:-:ALTA
AT2G05830	AT	3-4	IR	2	332	2	291	6	538	na:na:+:IR
AT2G05830	AT	5-6	ALTA	3	453	2	325	6	659	2230758:2230800:+:ALTA
AT2G05830	AT	5-6	IR	36	420	10	317	42	623	na:na:+:IR
AT2G05830	AT	6-7	IR	7	399	3	311	9	627	na:na:+:IR
AT2G05830	AT	8-9	IR	12	520	7	412	27	771	na:na:+:IR
AT3G20475	AT	32-33	IR	1	0	1	0	3	2	na:na:+:IR
AT3G20470	AT	1	CRIN	2	5124	1	7083	1	11618	7140945:7140980:-:CRIN
AT4G18340	AT	1-2	IR	2	47	4	123	5	102	na:na:+:IR
AT5G16780	AT	10-11	IR	1	200	1	255	2	394	na:na:+:IR
AT5G16780	AT	11-12	IR	1	210	1	227	2	376	na:na:+:IR
AT5G16780	AT	12-13	IR	6	199	4	220	4	363	na:na:+:IR
AT5G16780	AT	4-5	IR	2	100	2	152	1	257	na:na:+:IR
AT5G16780	AT	9-10	IR	1	220	1	227	3	322	na:na:+:IR
AT5G54750	AT	1-2	ALTA	3	434	3	429	4	770	22242064:22242070:-:ALTA
AT5G54750	AT	1-2	IR	19	418	11	421	15	759	na:na:+:IR
AT5G54750	AT	2-3	IR	6	276	4	305	13	608	na:na:+:IR
AT5G54750	AT	3-4	ALTD	268	6	308	3	550	7	22242502:22242540:-:ALTD
AT5G54750	AT	3-4	IR	6	268	3	308	7	550	na:na:+:IR
AT5G54750	AT	4-5	IR	8	297	10	278	27	509	na:na:+:IR
AT1G01620	AT	1-2	IR	33	3836	144	5280	108	7453	na:na:+:IR
AT1G01620	AT	2-3	IR	22	3394	145	4567	87	6449	na:na:+:IR
AT1G01620	AT	3-4	IR	38	3185	176	4649	114	6713	na:na:+:IR
AT2G45770	AT	1-2	IR	2	449	7	468	9	824	na:na:+:IR
AT2G45770	AT	2-3	IR	5	692	17	702	36	1190	na:na:+:IR
AT2G45770	AT	3-4	IR	3	413	7	448	4	723	na:na:+:IR
AT2G45770	AT	4-5	ALTA	615	6	666	7	1159	5	18852176:18852196:-:ALTA
AT2G45770	AT	4-5	IR	4	617	3	670	4	1160	na:na:+:IR
AT2G45770	AT	5-6	ALTA	2	647	2	670	6	1204	18852407:18852419:-:ALTA
AT2G45770	AT	5-6	ALTA	29	620	16	656	23	1187	18852407:18852422:-:ALTA
AT2G45770	AT	5-6	IR	15	634	24	648	44	1166	na:na:+:IR
AT2G45770	AT	6-7	IR	4	547	6	600	21	1250	na:na:+:IR
AT2G45770	AT	7-8	ALTA	16	534	6	605	33	1151	18852776:18852794:-:ALTA
AT2G45770	AT	7-8	IR	5	545	57	554	58	1126	na:na:+:IR
AT2G45770	AT	9-10	IR	2	329	1	352	2	644	na:na:+:IR
AT1G46480	AT	1-2	IR	2	29	7	29	4	39	na:na:+:IR
AT1G46480	AT	2-3	IR	12	32	14	23	14	47	na:na:+:IR
AT5G15470	AT	1-2	IR	22	64	13	53	22	127	na:na:+:IR
AT5G15470	AT	5-6	IR	2	156	2	126	2	226	na:na:+:IR
AT4G38730	AT	3-4	IR	3	67	2	79	11	115	na:na:+:IR
AT4G38730	AT	4-5	IR	1	50	1	93	8	138	na:na:+:IR
AT4G38730	AT	6-7	IR	1	95	1	95	3	121	na:na:+:IR
AT4G38730	AT	7-8	IR	5	66	2	98	7	146	na:na:+:IR
AT4G33280	AT	3-4	IR	8	4	3	2	4	3	na:na:+:IR
AT5G14780	AT	1-2	ALTP	3	690	2	1347	4	1469	4777128:4777129:-:ALTD;4777757:4777758:+:ALTA
AT5G14780	AT	1-2	ALTD	5	688	2	1347	1	1472	4777130:4777646:+:ALTD
AT5G14780	AT	1-2	ALTA	3	690	2	1347	1	1472	4777603:4777758:+:ALTA
AT5G14780	AT	1-2	IR	10	683	71	1278	83	1390	na:na:+:IR
AT5G14780	AT	2-3	IR	2	947	15	1675	14	1709	na:na:+:IR
AT5G14780	AT	3-4	IR	15	1057	50	2009	53	2124	na:na:+:IR
AT5G14780	AT	4-5	IR	37	922	145	1425	130	1526	na:na:+:IR
AT3G25560	AT	1-2	ALTP	10	131	2	94	4	168	9282329:9282343:-:ALTA;9282434:9282529:-:ALTD
AT3G25560	AT	11-12	IR	84	0	47	0	121	0	na:na:+:IR
AT3G25560	AT	4-5	ALTD	2	92	1	53	2	114	9281825:9281870:-:ALTD
AT3G25560	AT	4-5	IR	13	81	4	50	14	102	na:na:+:IR
AT3G25560	AT	6-7	IR	10	115	1	88	4	155	na:na:+:IR
AT5G16870	AT	1-2	ALTP	1	41	3	63	6	92	5548523:5548566:-:ALTA;5548614:5548705:+:ALTD
AT5G16870	AT	1-2	IR	3	39	4	62	15	83	na:na:+:IR
AT5G16870	AT	5-6	IR	18	93	6	104	12	180	na:na:+:IR
AT5G16870	AT	6-7	IR	11	129	3	98	10	167	na:na:+:IR
AT5G16870	AT	7-8	IR	27	128	17	81	29	143	na:na:+:IR
AT5G16870	AT	6-8	SKIP	1	417	4	386	1	648	6-8
AT1G62960	AT	1	CRIN	2	5261	1	4529	3	8237	23320007:23320114:-:CRIN
AT1G62960	AT	1-2	IR	40	537	6	516	52	940	na:na:+:IR
AT1G62960	AT	2-3	IR	162	429	31	385	150	601	na:na:+:IR
AT1G62960	AT	3-4	IR	13	648	6	490	21	801	na:na:+:IR
AT2G18876	AT	1-2	IR	2	72	1	88	2	131	na:na:+:IR
AT2G18876	AT	11-12	IR	3	71	3	103	10	157	na:na:+:IR
AT2G18876	AT	4-5	IR	4	107	3	152	1	220	na:na:+:IR
AT2G18876	AT	6-7	IR	3	63	4	134	9	159	na:na:+:IR
AT3G04260	AT	10-11	ALTA	3	573	3	606	3	1172	1123965:1123974:-:ALTA
AT3G04260	AT	11-12	IR	1	552	2	441	7	994	na:na:+:IR
AT3G04260	AT	12-13	IR	2	555	2	401	1	999	na:na:+:IR
AT3G04260	AT	4-5	IR	19	229	10	215	25	414	na:na:+:IR
AT3G04260	AT	5-6	IR	1	329	2	275	1	526	na:na:+:IR
AT3G04260	AT	7-8	ALTA	3	468	3	324	8	673	1125397:1125400:-:ALTA
AT3G04260	AT	7-8	ALTA	1	470	3	324	4	677	1125401:1125450:+:ALTA
AT3G04260	AT	7-8	IR	7	464	2	325	4	677	na:na:+:IR
AT3G16140	AT	1-2	ALTP	1	27339	1	31423	1	60749	5469050:5469066:-:ALTA;5469285:5469288:-:ALTD
AT3G16140	AT	1-2	IR	557	26783	274	31150	670	60080	na:na:+:IR
AT3G16140	AT	2-3	ALTP	1	20274	7	21715	2	39356	5468654:5468849:-:ALTA;5468940:5469024:-:ALTD
AT3G16140	AT	2-3	ALTP	2	20273	2	21720	1	39357	5468845:5468849:-:ALTA;5468940:5468940:-:ALTD
AT3G16140	AT	2-3	ALTP	1	20274	2	21720	2	39356	5468850:5468851:+:ALTA;5468940:5468941:-:ALTD
AT3G16140	AT	2-3	ALTP	1	20274	3	21719	9	39349	5468850:5468855:+:ALTA;5468940:5468945:-:ALTD
AT3G16140	AT	2-3	IR	159	20116	123	21599	285	39073	na:na:+:IR
AT4G10110	AT	2-3	IR	3	128	1	177	3	217	na:na:+:IR
AT4G10110	AT	3-4	IR	28	112	21	134	26	182	na:na:+:IR
AT4G11640	AT	1-2	ALTD	3	28	1	13	5	60	7021915:7021933:-:ALTD
AT4G11640	AT	1-2	IR	5	26	3	11	14	51	na:na:+:IR
AT4G11640	AT	2-3	IR	2	56	1	39	3	63	na:na:+:IR
AT3G63250	AT	1-2	IR	3	148	4	223	8	403	na:na:+:IR
AT3G63250	AT	3-4	IR	17	106	10	88	13	142	na:na:+:IR
AT2G45190	AT	1-2	IR	46	418	29	487	89	859	na:na:+:IR
AT2G45190	AT	3-4	ALTA	3	577	1	601	2	1056	18629348:18629353:-:ALTA
AT2G45190	AT	3-4	IR	221	359	183	419	323	735	na:na:+:IR
AT2G45190	AT	4-5	IR	8	396	5	465	9	795	na:na:+:IR
AT2G45190	AT	5-6	IR	30	468	31	452	65	808	na:na:+:IR
AT2G45190	AT	6-7	IR	5	385	1	395	14	691	na:na:+:IR
AT3G11490	AT	4-5	IR	3	172	2	126	3	252	na:na:+:IR
AT5G48460	AT	13-14	IR	1	91	1	121	5	194	na:na:+:IR
AT4G15540	AT	3-4	ALTD	62	497	42	459	88	759	8873849:8873933:-:ALTD
AT4G15540	AT	3-4	IR	428	131	373	128	644	203	na:na:+:IR
AT4G15540	AT	4-5	IR	54	261	58	194	104	383	na:na:+:IR
AT4G15540	AT	5-6	ALTA	13	292	15	165	38	352	8874673:8874700:-:ALTA
AT4G15540	AT	5-6	IR	5	300	2	178	6	384	na:na:+:IR
AT4G15540	AT	6-7	IR	24	319	11	256	55	486	na:na:+:IR
AT2G20760	AT	1-2	IR	5	414	4	418	12	799	na:na:+:IR
AT2G20760	AT	2-3	IR	14	610	20	586	30	1148	na:na:+:IR
AT2G44820	AT	3-4	IR	2	161	3	150	6	286	na:na:+:IR
AT1G61430	AT	2	CRIN	5	493	13	383	18	633	22667697:22668016:-:CRIN
AT1G61430	AT	4-5	ALTD	18	7	16	5	39	2	22665882:22665890:-:ALTD
AT1G61430	AT	4-5	IR	7	18	5	16	2	39	na:na:+:IR
AT1G61430	AT	5-6	IR	12	36	8	12	9	16	na:na:+:IR
AT1G61430	AT	6-7	IR	5	48	4	30	4	67	na:na:+:IR
AT1G61430	AT	7-8	ALTP	3	33	5	31	9	46	22664965:22664965:-:ALTA;22665054:22665054:+:ALTD
AT1G61430	AT	7-8	IR	19	17	26	10	23	32	na:na:+:IR
AT3G05870	AT	2-3	ALTD	7	42	3	29	13	79	1753981:1753989:-:ALTD
AT3G05870	AT	2-3	ALTD	14	35	5	27	20	72	1753990:1754312:+:ALTD
AT3G05870	AT	2-3	IR	28	21	23	9	58	34	na:na:+:IR
AT3G05870	AT	4-5	IR	3	0	3	0	4	0	na:na:+:IR
AT5G46030	AT	1-2	ALTD	9	1207	12	1207	5	2348	18670240:18670402:+:ALTD
AT5G46030	AT	1-2	CREX	15	1201	13	1206	18	2335	18670337:18670402:+:CREX
AT5G46030	AT	1-2	ALTA	28	1188	26	1193	33	2320	18670337:18670519:+:ALTA
AT5G46030	AT	1-2	IR	21	1195	9	1210	21	2332	na:na:+:IR
AT5G46030	AT	2-3	IR	1	800	3	899	12	1726	na:na:+:IR
AT5G46030	AT	3-4	IR	41	421	33	459	68	898	na:na:+:IR
AT5G46030	AT	4-5	IR	18	627	6	693	23	1392	na:na:+:IR
AT1G14610	AT	18-19	IR	2	513	3	392	5	777	na:na:+:IR
AT1G14610	AT	6-7	IR	8	292	4	265	1	495	na:na:+:IR
AT1G14610	AT	8-9	IR	18	279	8	257	23	550	na:na:+:IR
AT1G14610	AT	9-10	IR	11	422	11	382	4	756	na:na:+:IR
AT1G73805	AT	3-4	IR	13	26	6	46	15	49	na:na:+:IR
AT1G73805	AT	4-5	IR	9	8	2	35	4	25	na:na:+:IR
AT1G73805	AT	5-6	IR	1	23	1	31	5	40	na:na:+:IR
AT1G73805	AT	6-7	IR	3	30	2	31	9	40	na:na:+:IR
AT1G79840	AT	1-2	IR	18	0	4	0	22	0	na:na:+:IR
AT1G79840	AT	2-3	ALTP	4	6	2	7	9	13	30037604:30037604:+:ALTD;30037706:30037706:-:ALTA
AT1G79840	AT	3-4	IR	7	13	1	8	1	13	na:na:+:IR
AT1G79840	AT	7-8	IR	4	13	5	6	10	16	na:na:+:IR
AT1G79840	AT	8-9	IR	7	17	1	11	5	31	na:na:+:IR
AT1G79840	AT	9-10	IR	17	20	7	13	14	35	na:na:+:IR
AT4G01940	AT	2-3	IR	9	770	7	777	9	1245	na:na:+:IR
AT4G01940	AT	3	CRIN	7	4116	3	4144	2	7049	842154:842237:-:CRIN
AT1G67870	AT	1-2	ALTP	4	11371	3	10073	4	20682	25449815:25450105:-:ALTA;25450617:25450772:-:ALTD
AT1G67870	AT	1-2	ALTP	2	11373	2	10074	10	20676	25449817:25450105:-:ALTA;25450617:25450774:-:ALTD
AT1G67870	AT	1-2	ALTP	3	11372	1	10075	2	20684	25449959:25450105:-:ALTA;25450617:25450772:-:ALTD
AT1G67870	AT	1-2	ALTD	2	11373	1	10075	1	20685	25450242:25450616:+:ALTD
AT1G67870	AT	1-2	IR	100	11275	61	10015	72	20614	na:na:+:IR
AT1G67870	AT	2	CRIN	1	50125	2	40422	2	81863	25449683:25449802:-:CRIN
AT1G67870	AT	2	CRIN	12	50114	7	40417	10	81855	25449731:25449802:-:CRIN
AT1G67870	AT	2	CRIN	3	50123	3	40421	5	81860	25449731:25449874:-:CRIN
AT1G67870	AT	2	CRIN	4	50122	3	40421	6	81859	25449749:25449820:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	2	40422	6	81859	25449755:25449826:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	1	40423	2	81863	25449755:25449874:-:CRIN
AT1G67870	AT	2	CRIN	3	50123	1	40423	2	81863	25449761:25449832:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	2	40422	3	81862	25449764:25449907:-:CRIN
AT1G67870	AT	2	CRIN	3	50123	4	40420	1	81864	25449768:25449839:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	1	40423	2	81863	25449771:25449986:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	2	40422	2	81863	25449779:25449850:-:CRIN
AT1G67870	AT	2	CRIN	12	50114	13	40411	18	81847	25449779:25449874:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	1	40423	2	81863	25449779:25449922:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	1	40423	4	81861	25449779:25449946:-:CRIN
AT1G67870	AT	2	CRIN	3	50123	3	40421	2	81863	25449779:25449994:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	2	40422	1	81864	25449782:25449997:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	1	40423	1	81864	25449790:25450005:-:CRIN
AT1G67870	AT	2	CRIN	3	50123	2	40422	2	81863	25449795:25449866:-:CRIN
AT1G67870	AT	2	CRIN	13	50113	15	40409	32	81833	25449803:25449874:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	3	40421	3	81862	25449803:25449922:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	4	40420	3	81862	25449803:25449946:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	1	40423	4	81861	25449803:25449970:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	1	40423	5	81860	25449803:25449994:-:CRIN
AT1G67870	AT	2	CRIN	4	50122	4	40420	7	81858	25449821:25449892:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	2	40422	1	81864	25449822:25449917:-:CRIN
AT1G67870	AT	2	CRIN	5	50121	4	40420	6	81859	25449827:25449898:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	1	40423	5	81860	25449827:25449922:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	2	40422	2	81863	25449827:25449946:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	2	40422	1	81864	25449827:25449970:-:CRIN
AT1G67870	AT	2	CRIN	3	50123	1	40423	2	81863	25449827:25449994:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	1	40423	1	81864	25449830:25449997:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	6	40418	13	81852	25449838:25449957:-:CRIN
AT1G67870	AT	2	CRIN	8	50118	6	40418	19	81846	25449838:25450005:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	2	40422	3	81862	25449840:25449911:-:CRIN
AT1G67870	AT	2	CRIN	3	50123	2	40422	2	81863	25449840:25449935:-:CRIN
AT1G67870	AT	2	CRIN	8	50118	5	40419	6	81859	25449840:25449959:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	1	40423	4	81861	25449840:25450007:-:CRIN
AT1G67870	AT	2	CRIN	3	50123	5	40419	5	81860	25449843:25449914:-:CRIN
AT1G67870	AT	2	CRIN	11	50115	3	40421	9	81856	25449843:25449986:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	2	40422	12	81853	25449851:25449922:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	1	40423	4	81861	25449851:25449946:-:CRIN
AT1G67870	AT	2	CRIN	6	50120	2	40422	9	81856	25449851:25449994:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	1	40423	4	81861	25449864:25449959:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	1	40423	3	81862	25449867:25449986:-:CRIN
AT1G67870	AT	2	CRIN	6	50120	1	40423	3	81862	25449875:25449946:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	1	40423	6	81859	25449899:25449970:-:CRIN
AT1G67870	AT	2	CRIN	4	50122	2	40422	2	81863	25449899:25449994:-:CRIN
AT1G67870	AT	2	CRIN	5	50121	1	40423	5	81860	25449910:25450005:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	4	40420	4	81861	25449912:25449983:-:CRIN
AT1G67870	AT	2	CRIN	4	50122	1	40423	2	81863	25449912:25450007:-:CRIN
AT1G67870	AT	2	CRIN	4	50122	3	40421	7	81858	25449923:25449994:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	1	40423	1	81864	25449936:25450007:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	1	40423	2	81863	25449939:25450010:-:CRIN
AT1G67870	AT	2	CRIN	1	50125	1	40423	3	81862	25449958:25450053:-:CRIN
AT1G67870	AT	2	CRIN	2	50124	1	40423	1	81864	25449980:25450051:-:CRIN
AT5G35400	AT	1-2	IR	4	89	2	64	1	158	na:na:+:IR
AT5G35400	AT	3-4	ALTD	8	53	3	55	2	88	13601604:13601608:+:ALTD
AT5G35400	AT	9-10	IR	3	43	2	45	6	76	na:na:+:IR
AT5G35400	AT	3-5	SKIP	2	455	3	384	3	751	3-5
AT5G35400	AT	7-9	SKIP	72	385	60	327	102	652	7-9
AT3G26030	AT	1-2	IR	4	515	2	423	3	791	na:na:+:IR
AT1G18040	AT	1-2	IR	5	34	1	49	10	78	na:na:+:IR
AT4G00090	AT	4-5	IR	39	108	16	120	24	216	na:na:+:IR
AT4G00090	AT	5-6	IR	1	134	5	138	17	270	na:na:+:IR
AT4G00090	AT	6-7	IR	2	88	4	84	7	159	na:na:+:IR
AT4G00090	AT	8-9	IR	3	133	1	98	3	208	na:na:+:IR
AT5G14430	AT	1-2	IR	4	359	2	311	4	573	na:na:+:IR
AT5G14430	AT	3-4	ALTA	54	574	91	500	118	914	4654198:4654226:+:ALTA
AT5G14430	AT	3-4	IR	80	548	76	515	97	935	na:na:+:IR
AT5G14430	AT	4-5	IR	3	327	1	340	2	581	na:na:+:IR
AT5G14430	AT	5-6	IR	2	310	4	315	13	519	na:na:+:IR
AT5G14430	AT	6-7	IR	3	435	9	357	18	670	na:na:+:IR
AT5G10950	AT	3-4	IR	17	139	14	219	27	336	na:na:+:IR
AT5G10950	AT	5-6	IR	7	181	4	213	25	325	na:na:+:IR
AT5G10950	AT	6-7	ALTA	2	117	4	156	5	279	3460298:3460301:-:ALTA
AT5G10950	AT	6-7	IR	1	118	2	158	5	279	na:na:+:IR
AT1G26620	AT	1-2	ALTD	9	46	1	35	2	67	9199202:9199346:+:ALTD
AT1G26620	AT	1-2	IR	9	46	5	31	3	66	na:na:+:IR
AT1G22710	AT	1-2	IR	96	2340	55	1867	62	3450	na:na:+:IR
AT1G22710	AT	2-3	IR	300	2179	168	1921	255	3490	na:na:+:IR
AT1G22710	AT	3-4	IR	90	2227	56	1963	85	3640	na:na:+:IR
AT4G17940	AT	1-2	IR	9	383	13	460	28	794	na:na:+:IR
AT4G17940	AT	2-3	IR	24	235	12	276	33	447	na:na:+:IR
AT5G47210	AT	1-2	IR	1	2933	4	1753	4	4520	na:na:+:IR
AT5G47210	AT	2	CRIN	1	39146	1	25931	1	71104	19170342:19170395:-:CRIN
AT5G47210	AT	2-3	IR	38	5495	10	3495	50	9793	na:na:+:IR
AT5G47210	AT	3-4	IR	4	4706	2	3322	18	9155	na:na:+:IR
AT5G47210	AT	4-5	ALTA	2	4480	1	3145	3	8512	19169775:19169777:-:ALTA
AT5G47210	AT	4-5	IR	5	4477	6	3140	16	8499	na:na:+:IR
AT5G47210	AT	5-6	IR	32	5843	10	4019	52	10659	na:na:+:IR
AT5G47210	AT	6-7	ALTP	4	4430	4	3035	3	8081	19169402:19169403:+:ALTA;19169486:19169486:-:ALTD
AT5G47210	AT	6-7	ALTP	2	4432	1	3038	1	8083	19169402:19169403:+:ALTA;19169486:19169488:-:ALTD
AT5G47210	AT	6-7	IR	55	4379	28	3011	107	7977	na:na:+:IR
AT2G19830	AT	1-2	ALTA	20	1973	13	2348	34	3746	8559410:8559422:-:ALTA
AT2G19830	AT	1-2	IR	14	1979	8	2353	21	3759	na:na:+:IR
AT2G19830	AT	2-3	IR	78	872	71	1037	145	1798	na:na:+:IR
AT2G19830	AT	5-6	IR	8	1265	8	1533	17	2429	na:na:+:IR
AT2G19830	AT	7-8	IR	4	879	2	945	2	1490	na:na:+:IR
AT1G80260	AT	10-11	IR	12	74	20	70	46	132	na:na:+:IR
AT1G80260	AT	12-13	IR	62	80	52	93	96	130	na:na:+:IR
AT1G80260	AT	13-14	IR	47	143	61	103	103	136	na:na:+:IR
AT1G80260	AT	14-15	IR	4	142	3	137	7	177	na:na:+:IR
AT1G80260	AT	15-16	IR	1	112	1	111	1	169	na:na:+:IR
AT1G80260	AT	3-4	ALTA	5	73	2	59	9	79	30176663:30176673:-:ALTA
AT1G80260	AT	4-5	ALTD	4	63	4	53	7	102	30176818:30176825:-:ALTD
AT1G80260	AT	6-7	ALTA	17	82	4	63	22	120	30178217:30178259:+:ALTA
AT1G80260	AT	6-7	IR	7	92	11	56	15	127	na:na:+:IR
AT1G80260	AT	7-8	IR	3	75	2	57	6	97	na:na:+:IR
AT5G42360	AT	1-2	ALTA	1	64	1	112	1	202	16938073:16938242:+:ALTA
AT5G42360	AT	1-2	IR	4	61	2	111	9	194	na:na:+:IR
AT5G01090	AT	1	CRIN	4	2236	1	1884	3	4058	33305:33457:-:CRIN
AT3G24760	AT	1-2	ALTD	8	46	12	43	23	58	9041270:9041280:+:ALTD
AT3G24760	AT	1-2	IR	10	44	6	49	7	74	na:na:+:IR
AT5G56500	AT	1-2	ALTD	3	118	8	79	22	190	22873872:22873908:+:ALTD
AT5G56500	AT	1-2	IR	4	117	4	83	4	208	na:na:+:IR
AT5G56500	AT	11-12	IR	1	140	1	85	2	203	na:na:+:IR
AT3G20860	AT	12-13	IR	2	37	4	32	7	64	na:na:+:IR
AT3G20860	AT	5-6	IR	3	6	4	7	13	20	na:na:+:IR
AT3G20860	AT	6-7	IR	5	17	2	13	10	29	na:na:+:IR
AT3G20860	AT	9-10	IR	5	16	1	19	5	27	na:na:+:IR
AT1G12120	AT	1-2	IR	38	266	33	346	86	491	na:na:+:IR
AT1G29990	AT	1-2	IR	3	467	4	457	12	988	na:na:+:IR
AT1G29990	AT	3-4	ALTD	1	397	2	389	2	731	10508116:10508150:-:ALTD
AT1G29990	AT	4-5	IR	5	316	10	327	12	643	na:na:+:IR
AT5G07730	AT	1-2	IR	1	20	2	22	9	24	na:na:+:IR
AT3G15550	AT	5-6	IR	3	11	4	14	7	20	na:na:+:IR
AT3G15550	AT	6-7	IR	15	20	4	17	9	27	na:na:+:IR
